x,y,theta,v
1.49144,7.34428,-4.23608,0.205962
1.48678,7.35332,-4.23606,0.203419
1.48217,7.36225,-4.23603,0.200902
1.47762,7.37106,-4.236,0.198411
1.47313,7.37977,-4.23597,0.195947
1.46869,7.38837,-4.23594,0.193511
1.46431,7.39686,-4.23591,0.191103
1.45998,7.40524,-4.23588,0.188724
1.45571,7.41352,-4.23585,0.186373
1.45148,7.4217,-4.23582,0.184051
1.44732,7.42977,-4.23579,0.181758
1.4432,7.43775,-4.23577,0.179492
1.43913,7.44562,-4.23575,0.177254
1.43512,7.4534,-4.23573,0.175044
1.43115,7.46108,-4.23571,0.172862
1.42723,7.46866,-4.23569,0.170706
1.42337,7.47615,-4.23567,0.168577
1.41955,7.48355,-4.23566,0.166475
1.41577,7.49085,-4.23565,0.164399
1.41205,7.49806,-4.23564,0.162349
1.40837,7.50519,-4.23563,0.160324
1.40474,7.51222,-4.23562,0.158324
1.40115,7.51916,-4.23561,0.15635
1.39761,7.52602,-4.2356,0.1544
1.39411,7.5328,-4.2356,0.152474
1.39065,7.53949,-4.23559,0.150573
1.38724,7.54609,-4.23559,0.148695
1.38387,7.55262,-4.23559,0.14684
1.38054,7.55906,-4.23559,0.145009
1.37726,7.56542,-4.23559,0.143201
1.37401,7.5717,-4.23558,0.141415
1.37081,7.5779,-4.23558,0.139651
1.36764,7.58403,-4.23558,0.137909
1.36452,7.59008,-4.23559,0.136189
1.36143,7.59606,-4.23559,0.134491
1.35839,7.60196,-4.23559,0.132813
1.35538,7.60778,-4.23559,0.131157
1.3524,7.61354,-4.23559,0.129521
1.34947,7.61922,-4.23559,0.127906
1.34657,7.62483,-4.23559,0.126311
1.34371,7.63037,-4.2356,0.124735
1.34088,7.63584,-4.2356,0.12318
1.33809,7.64125,-4.2356,0.121643
1.33533,7.64658,-4.2356,0.120126
1.33261,7.65185,-4.2356,0.118628
1.32992,7.65706,-4.23561,0.117149
1.32727,7.6622,-4.23561,0.115687
1.32465,7.66727,-4.23561,0.114245
1.32206,7.67228,-4.23561,0.11282
1.3195,7.67723,-4.23562,0.111413
1.31698,7.68212,-4.23562,0.110023
1.31448,7.68695,-4.23562,0.108651
1.31202,7.69171,-4.23562,0.107296
1.30959,7.69642,-4.23562,0.105958
1.30719,7.70107,-4.23563,0.104636
1.30482,7.70566,-4.23563,0.103331
1.30248,7.71019,-4.23563,0.102042
1.30017,7.71467,-4.23563,0.10077
1.29788,7.71909,-4.23563,0.0995127
1.29563,7.72346,-4.23564,0.0982716
1.2934,7.72777,-4.23564,0.0970459
1.2912,7.73202,-4.23564,0.0958355
1.28903,7.73623,-4.23564,0.0946402
1.28689,7.74038,-4.23564,0.0934598
1.28477,7.74448,-4.23564,0.0922942
1.28268,7.74853,-4.23564,0.0911431
1.28061,7.75253,-4.23565,0.0900063
1.27857,7.75648,-4.23565,0.0888837
1.27656,7.76038,-4.23565,0.0877751
1.27457,7.76423,-4.23565,0.0866804
1.27261,7.76803,-4.23565,0.0855993
1.27067,7.77178,-4.23565,0.0845316
1.26875,7.77549,-4.23565,0.0834773
1.26686,7.77916,-4.23565,0.0824362
1.26499,7.78277,-4.23566,0.081408
1.26315,7.78634,-4.23566,0.0803926
1.26133,7.78987,-4.23566,0.0793899
1.25953,7.79335,-4.23566,0.0783998
1.25775,7.79679,-4.23566,0.0774219
1.256,7.80019,-4.23566,0.0764563
1.25426,7.80354,-4.23566,0.0755027
1.25255,7.80686,-4.23566,0.074561
1.25086,7.81013,-4.23566,0.073631
1.2492,7.81336,-4.23566,0.0727127
1.24755,7.81655,-4.23566,0.0718058
1.24592,7.8197,-4.23566,0.0709102
1.24431,7.82281,-4.23566,0.0700257
1.24273,7.82588,-4.23566,0.0691523
1.24116,7.82891,-4.23567,0.0682898
1.23961,7.83191,-4.23567,0.0674381
1.23809,7.83487,-4.23567,0.066597
1.23658,7.83779,-4.23567,0.0657663
1.23509,7.84068,-4.23567,0.0649461
1.23362,7.84352,-4.23567,0.064136
1.23216,7.84634,-4.23567,0.0633361
1.23073,7.84912,-4.23567,0.0625461
1.22931,7.85186,-4.23567,0.061766
1.22791,7.85457,-4.23567,0.0609956
1.22653,7.85725,-4.23567,0.0602349
1.22516,7.85989,-4.23567,0.0594836
1.22382,7.8625,-4.23567,0.0587417
1.22249,7.86508,-4.23567,0.058009
1.22117,7.86762,-4.23567,0.0572855
1.21987,7.87013,-4.23567,0.056571
1.21859,7.87262,-4.23567,0.0558654
1.21733,7.87507,-4.23567,0.0551686
1.21608,7.87749,-4.23567,0.0544805
1.21484,7.87988,-4.23567,0.053801
1.21362,7.88224,-4.23567,0.05313
1.21242,7.88457,-4.23567,0.0524673
1.21123,7.88687,-4.23567,0.0518129
1.21006,7.88914,-4.23567,0.0511667
1.2089,7.89139,-4.23567,0.0505285
1.20775,7.8936,-4.23567,0.0498983
1.20662,7.89579,-4.23567,0.0492759
1.20551,7.89796,-4.23567,0.0486613
1.2044,7.90009,-4.23567,0.0480544
1.20331,7.9022,-4.23567,0.047455
1.20224,7.90428,-4.23567,0.0468632
1.20118,7.90634,-4.23567,0.0462787
1.20013,7.90837,-4.23567,0.0457014
1.19909,7.91037,-4.23567,0.0451314
1.19807,7.91235,-4.23567,0.0445685
1.19706,7.91431,-4.23567,0.0440126
1.19606,7.91624,-4.23567,0.0434637
1.19508,7.91814,-4.23567,0.0429216
1.19411,7.92003,-4.23567,0.0423862
1.19315,7.92189,-4.23567,0.0418576
1.1922,7.92372,-4.23567,0.0413355
1.19126,7.92554,-4.23567,0.04082
1.19034,7.92733,-4.23567,0.0403108
1.18942,7.9291,-4.23567,0.039808
1.18852,7.93084,-4.23567,0.0393115
1.18763,7.93257,-4.23567,0.0388212
1.18675,7.93427,-4.23567,0.038337
1.18588,7.93595,-4.23567,0.0378589
1.18502,7.93761,-4.23567,0.0373867
1.18418,7.93925,-4.23567,0.0369204
1.18334,7.94087,-4.23567,0.0364599
1.18251,7.94247,-4.23567,0.0360051
1.1817,7.94405,-4.23567,0.035556
1.18089,7.94561,-4.23568,0.0351126
1.1801,7.94715,-4.23568,0.0346746
1.17931,7.94867,-4.23568,0.0342421
1.17854,7.95018,-4.23568,0.0338151
1.17777,7.95166,-4.23568,0.0333933
1.17701,7.95312,-4.23568,0.0329768
1.17627,7.95457,-4.23568,0.0325655
1.17553,7.956,-4.23568,0.0321593
1.1748,7.95741,-4.23568,0.0317582
1.17408,7.9588,-4.23568,0.0313621
1.17337,7.96018,-4.23568,0.0309709
1.17267,7.96154,-4.23568,0.0305847
1.17197,7.96288,-4.23568,0.0302032
1.17129,7.96421,-4.23568,0.0298265
1.17061,7.96551,-4.23568,0.0294545
1.16995,7.96681,-4.23568,0.0290871
1.16929,7.96808,-4.23568,0.0287243
1.16864,7.96934,-4.23568,0.028366
1.16799,7.97059,-4.23568,0.0280122
1.16736,7.97182,-4.23568,0.0276629
1.16673,7.97303,-4.23568,0.0273178
1.16611,7.97423,-4.23568,0.0269771
1.1655,7.97541,-4.23568,0.0266406
1.1649,7.97658,-4.23568,0.0263084
1.1643,7.97773,-4.23568,0.0259802
1.16372,7.97887,-4.23568,0.0256562
1.16313,7.98,-4.23568,0.0253362
1.16256,7.98111,-4.23568,0.0250202
1.16199,7.98221,-4.23568,0.0247081
1.16937,7.98012,-6.55922,0.153412
1.17639,7.99043,-5.31019,0.249455
1.19248,7.99021,-6.29701,0.321824
1.20983,7.99745,-5.88762,0.375934
1.23066,7.99703,-6.30352,0.416648
1.25297,7.99857,-6.21394,0.447264
1.27621,7.99511,-6.43095,0.470097
1.30027,7.99132,-6.43953,0.487148
1.32423,7.9842,-6.57226,0.499786
1.34833,7.97601,-6.61079,0.509086
1.37191,7.96555,-6.70034,0.515874
1.39521,7.95393,-6.74602,0.52076
1.41785,7.94072,-6.81139,0.524212
1.43998,7.92646,-6.8553,0.526576
1.46144,7.91107,-6.90566,0.528119
1.48231,7.89482,-6.94473,0.529039
1.50253,7.87773,-6.98485,0.529488
1.52217,7.85997,-7.01843,0.529578
1.54121,7.84158,-7.051,0.529397
1.55971,7.82268,-7.07939,0.529009
1.57768,7.80331,-7.10612,0.528465
1.59516,7.78354,-7.12991,0.527801
1.61218,7.76342,-7.15197,0.527047
1.62877,7.74299,-7.17182,0.526224
1.64495,7.72231,-7.19008,0.525349
1.66077,7.70139,-7.20661,0.524434
1.67623,7.68027,-7.22175,0.52349
1.69138,7.65899,-7.2355,0.522522
1.70623,7.63755,-7.24807,0.521538
1.72081,7.61599,-7.25949,0.520541
1.73513,7.59432,-7.26992,0.519535
1.74922,7.57256,-7.27942,0.518521
1.7631,7.55072,-7.28808,0.517503
1.77677,7.52881,-7.29597,0.516482
1.79026,7.50685,-7.30316,0.515459
1.80358,7.48484,-7.30971,0.514434
1.81674,7.4628,-7.31568,0.513409
1.82976,7.44074,-7.32113,0.512384
1.84263,7.41865,-7.32609,0.511359
1.85539,7.39655,-7.33061,0.510335
1.86802,7.37444,-7.33473,0.509313
1.88055,7.35233,-7.33849,0.508291
1.89298,7.33022,-7.34191,0.507271
1.90531,7.30811,-7.34503,0.506252
1.91756,7.28602,-7.34787,0.505235
1.92973,7.26393,-7.35047,0.50422
1.94181,7.24187,-7.35283,0.503207
1.95383,7.21982,-7.35498,0.502195
1.96578,7.19779,-7.35694,0.501185
1.97766,7.17579,-7.35873,0.500177
1.98949,7.15381,-7.36036,0.499172
2.00126,7.13186,-7.36185,0.498168
2.01298,7.10993,-7.3632,0.497165
2.02464,7.08804,-7.36443,0.496165
2.03626,7.06618,-7.36556,0.495167
2.04783,7.04434,-7.36658,0.494171
2.05936,7.02255,-7.36752,0.493177
2.07084,7.00078,-7.36837,0.492185
2.08229,6.97905,-7.36914,0.491194
2.0937,6.95736,-7.36985,0.490206
2.10507,6.9357,-7.3705,0.48922
2.11641,6.91408,-7.37108,0.488235
2.12771,6.8925,-7.37162,0.487253
2.13897,6.87095,-7.37211,0.486273
2.15021,6.84945,-7.37255,0.485294
2.16141,6.82798,-7.37296,0.484318
2.17259,6.80655,-7.37333,0.483343
2.18373,6.78516,-7.37366,0.482371
2.19485,6.76381,-7.37397,0.4814
2.20593,6.7425,-7.37425,0.480431
2.21699,6.72123,-7.37451,0.479465
2.22803,6.7,-7.37474,0.4785
2.23903,6.67881,-7.37495,0.477537
2.25001,6.65766,-7.37514,0.476576
2.26096,6.63655,-7.37532,0.475617
2.27189,6.61549,-7.37548,0.47466
2.28279,6.59446,-7.37563,0.473705
2.29367,6.57347,-7.37576,0.472752
2.30453,6.55253,-7.37588,0.471801
2.31536,6.53163,-7.37599,0.470851
2.32616,6.51076,-7.37609,0.469904
2.33694,6.48994,-7.37619,0.468958
2.3477,6.46916,-7.37627,0.468015
2.35844,6.44842,-7.37635,0.467073
2.36915,6.42772,-7.37642,0.466133
2.37984,6.40706,-7.37648,0.465195
2.3905,6.38645,-7.37654,0.464259
2.40115,6.36587,-7.37659,0.463325
2.41177,6.34533,-7.37664,0.462393
2.42237,6.32484,-7.37668,0.461462
2.43295,6.30439,-7.37672,0.460534
2.4435,6.28397,-7.37676,0.459607
2.45404,6.2636,-7.37679,0.458682
2.46455,6.24327,-7.37682,0.457759
2.47504,6.22298,-7.37685,0.456838
2.4855,6.20273,-7.37687,0.455919
2.49595,6.18252,-7.3769,0.455002
2.50638,6.16235,-7.37692,0.454086
2.51678,6.14222,-7.37694,0.453173
2.52716,6.12213,-7.37696,0.452261
2.53752,6.10208,-7.37697,0.45135
2.54786,6.08208,-7.37699,0.450442
2.55818,6.06211,-7.377,0.449535
2.56848,6.04218,-7.37702,0.448629
2.57876,6.02229,-7.37703,0.447725
2.58901,6.00244,-7.37704,0.446824
2.59925,5.98264,-7.37705,0.445923
2.60946,5.96287,-7.37706,0.445025
2.61966,5.94314,-7.37707,0.444129
2.62983,5.92345,-7.37708,0.443234
2.63998,5.9038,-7.37709,0.442341
2.65011,5.88419,-7.3771,0.44145
2.66023,5.86462,-7.37711,0.440561
2.67032,5.84509,-7.37711,0.439674
2.68039,5.8256,-7.37712,0.438789
2.69044,5.80614,-7.37713,0.437905
2.70046,5.78673,-7.37713,0.437023
2.71047,5.76736,-7.37714,0.436143
2.72046,5.74802,-7.37714,0.435265
2.73043,5.72872,-7.37715,0.434389
2.74038,5.70947,-7.37715,0.433514
2.75031,5.69025,-7.37715,0.432641
2.76022,5.67107,-7.37716,0.43177
2.7701,5.65192,-7.37716,0.430901
2.77997,5.63282,-7.37716,0.430034
2.78982,5.61376,-7.37716,0.429168
2.79965,5.59473,-7.37717,0.428305
2.80946,5.57574,-7.37717,0.427443
2.81925,5.55679,-7.37717,0.426582
2.82902,5.53788,-7.37717,0.425724
2.83877,5.51901,-7.37717,0.424867
2.8485,5.50017,-7.37718,0.424012
2.85821,5.48137,-7.37718,0.423159
2.8679,5.46261,-7.37718,0.422308
2.87757,5.44389,-7.37718,0.421458
2.88722,5.4252,-7.37719,0.42061
2.89685,5.40656,-7.37719,0.419764
2.90646,5.38795,-7.37719,0.418919
2.91606,5.36937,-7.37719,0.418076
2.92563,5.35084,-7.37719,0.417235
2.93519,5.33234,-7.3772,0.416396
2.94472,5.31388,-7.3772,0.415558
2.95424,5.29546,-7.3772,0.414723
2.96374,5.27707,-7.3772,0.413888
2.97321,5.25872,-7.3772,0.413056
2.98267,5.24041,-7.3772,0.412225
2.99211,5.22213,-7.3772,0.411396
3.00153,5.20389,-7.3772,0.410568
3.01094,5.18569,-7.3772,0.409742
3.02032,5.16752,-7.37721,0.408918
3.02968,5.1494,-7.37721,0.408096
3.03903,5.1313,-7.37721,0.407275
3.04835,5.11325,-7.37721,0.406456
3.05766,5.09523,-7.37721,0.405638
3.06695,5.07724,-7.37721,0.404823
3.07622,5.05929,-7.37721,0.404008
3.08547,5.04138,-7.37721,0.403196
3.09471,5.02351,-7.37721,0.402385
3.10392,5.00567,-7.37721,0.401576
3.11312,4.98786,-7.37721,0.400768
3.12229,4.9701,-7.37721,0.399962
3.13145,4.95236,-7.3772,0.399158
3.14059,4.93467,-7.3772,0.398355
3.14972,4.91701,-7.3772,0.397554
3.15882,4.89938,-7.3772,0.396754
3.16791,4.88179,-7.3772,0.395957
3.17697,4.86424,-7.3772,0.39516
3.18602,4.84672,-7.3772,0.394366
3.19505,4.82923,-7.3772,0.393572
3.20407,4.81178,-7.3772,0.392781
3.21306,4.79437,-7.3772,0.391991
3.22204,4.77699,-7.37719,0.391203
3.231,4.75965,-7.37719,0.390416
3.23994,4.74234,-7.37719,0.389631
3.24886,4.72507,-7.37719,0.388847
3.25776,4.70783,-7.37719,0.388065
3.26665,4.69062,-7.37719,0.387284
3.27552,4.67345,-7.37719,0.386506
3.28437,4.65632,-7.37718,0.385728
3.2932,4.63922,-7.37718,0.384952
3.30202,4.62215,-7.37718,0.384178
3.31082,4.60512,-7.37718,0.383405
3.3196,4.58812,-7.37718,0.382634
3.32836,4.57116,-7.37718,0.381864
3.33711,4.55423,-7.37717,0.381096
3.34583,4.53733,-7.37717,0.38033
3.35454,4.52047,-7.37717,0.379565
3.36324,4.50364,-7.37717,0.378801
3.37191,4.48685,-7.37716,0.378039
3.38057,4.47009,-7.37716,0.377279
3.38921,4.45336,-7.37716,0.37652
3.39783,4.43667,-7.37716,0.375762
3.40644,4.42001,-7.37716,0.375006
3.41503,4.40339,-7.37715,0.374252
3.4236,4.38679,-7.37715,0.373499
3.43215,4.37024,-7.37715,0.372747
3.44069,4.35371,-7.37715,0.371997
3.44921,4.33722,-7.37715,0.371249
3.45771,4.32076,-7.37714,0.370502
3.4662,4.30433,-7.37714,0.369756
3.47466,4.28794,-7.37714,0.369012
3.48312,4.27158,-7.37714,0.36827
3.49155,4.25526,-7.37714,0.367529
3.49997,4.23896,-7.37714,0.366789
3.50837,4.2227,-7.37713,0.366051
3.51675,4.20647,-7.37713,0.365315
3.52512,4.19028,-7.37713,0.36458
3.53347,4.17412,-7.37713,0.363846
3.5418,4.15798,-7.37713,0.363114
3.55012,4.14189,-7.37713,0.362383
3.55842,4.12582,-7.37713,0.361654
3.5667,4.10979,-7.37713,0.360926
3.57497,4.09379,-7.37712,0.3602
3.58322,4.07782,-7.37712,0.359475
3.59145,4.06188,-7.37712,0.358752
3.59967,4.04598,-7.37712,0.35803
3.60787,4.03011,-7.37712,0.35731
3.61605,4.01427,-7.37712,0.356591
3.62422,3.99846,-7.37712,0.355873
3.63237,3.98268,-7.37712,0.355157
3.6405,3.96693,-7.37712,0.354443
3.64862,3.95122,-7.37712,0.353729
3.65672,3.93554,-7.37712,0.353018
3.66481,3.91989,-7.37712,0.352307
3.67288,3.90427,-7.37712,0.351598
3.68093,3.88868,-7.37711,0.350891
3.68897,3.87313,-7.37711,0.350185
3.69699,3.8576,-7.37711,0.34948
3.70499,3.84211,-7.37711,0.348777
3.71298,3.82665,-7.37711,0.348075
3.72095,3.81122,-7.37711,0.347375
3.72891,3.79582,-7.37711,0.346676
3.73685,3.78045,-7.37711,0.345978
3.74477,3.76511,-7.37711,0.345282
3.75268,3.7498,-7.37711,0.344587
3.76057,3.73453,-7.37711,0.343894
3.76845,3.71928,-7.37711,0.343202
3.77631,3.70407,-7.37711,0.342511
3.78416,3.68888,-7.37711,0.341822
3.79198,3.67373,-7.37711,0.341134
3.7998,3.6586,-7.37711,0.340448
3.8076,3.64351,-7.37711,0.339763
3.81538,3.62845,-7.37711,0.339079
3.82314,3.61342,-7.37711,0.338397
3.83089,3.59841,-7.37711,0.337716
3.83863,3.58344,-7.37711,0.337036
3.84635,3.5685,-7.37711,0.336358
3.85405,3.55359,-7.37711,0.335681
3.86174,3.53871,-7.37711,0.335006
3.86941,3.52386,-7.37711,0.334332
3.87707,3.50903,-7.37711,0.333659
3.88471,3.49424,-7.37711,0.332988
3.89234,3.47948,-7.37711,0.332318
3.89995,3.46475,-7.37711,0.331649
3.90755,3.45005,-7.37711,0.330982
3.91513,3.43537,-7.37711,0.330316
3.92269,3.42073,-7.37711,0.329651
3.93024,3.40611,-7.37711,0.328988
3.93778,3.39153,-7.37711,0.328326
3.9453,3.37697,-7.37711,0.327665
3.9528,3.36245,-7.37711,0.327006
3.96029,3.34795,-7.37711,0.326348
3.96777,3.33348,-7.37711,0.325691
3.97523,3.31904,-7.37711,0.325036
3.98267,3.30464,-7.37711,0.324382
3.9901,3.29025,-7.37711,0.323729
3.99752,3.2759,-7.37711,0.323078
4.00492,3.26158,-7.37711,0.322427
4.0123,3.24729,-7.37711,0.321779
4.01967,3.23302,-7.37711,0.321131
4.02703,3.21878,-7.37711,0.320485
4.03437,3.20458,-7.37711,0.31984
4.04169,3.1904,-7.37711,0.319197
4.049,3.17625,-7.37711,0.318554
4.0563,3.16212,-7.37711,0.317913
4.06358,3.14803,-7.37711,0.317274
4.07085,3.13396,-7.37711,0.316635
4.0781,3.11993,-7.37711,0.315998
4.08534,3.10592,-7.37711,0.315362
4.09256,3.09194,-7.37711,0.314728
4.09977,3.07799,-7.37711,0.314094
4.10696,3.06406,-7.37711,0.313462
4.11414,3.05016,-7.37711,0.312832
4.12131,3.0363,-7.37711,0.312202
4.12846,3.02246,-7.37711,0.311574
4.13559,3.00864,-7.37711,0.310947
4.14272,2.99486,-7.37711,0.310321
4.14982,2.9811,-7.37711,0.309697
4.15692,2.96737,-7.37711,0.309074
4.164,2.95367,-7.37711,0.308452
4.17106,2.93999,-7.37711,0.307831
4.17811,2.92635,-7.37711,0.307212
4.18515,2.91273,-7.37711,0.306594
4.19217,2.89914,-7.37711,0.305977
4.19918,2.88557,-7.37711,0.305361
4.20617,2.87203,-7.37711,0.304747
4.21315,2.85852,-7.37711,0.304133
4.22012,2.84504,-7.37711,0.303521
4.22707,2.83158,-7.37711,0.302911
4.23401,2.81816,-7.37711,0.302301
4.24093,2.80475,-7.37711,0.301693
4.24784,2.79138,-7.37711,0.301086
4.25474,2.77803,-7.37711,0.30048
4.26162,2.76471,-7.37711,0.299875
4.26849,2.75142,-7.37711,0.299272
4.27534,2.73815,-7.37711,0.29867
4.28218,2.72491,-7.37711,0.298069
4.28901,2.71169,-7.37711,0.297469
4.29582,2.69851,-7.37711,0.29687
4.30262,2.68535,-7.37711,0.296273
4.30941,2.67221,-7.37711,0.295677
4.31618,2.6591,-7.37711,0.295082
4.32294,2.64602,-7.37711,0.294488
4.32969,2.63297,-7.37711,0.293896
4.33642,2.61994,-7.37711,0.293304
4.34313,2.60693,-7.37711,0.292714
4.34984,2.59396,-7.37711,0.292125
4.35653,2.58101,-7.37711,0.291537
4.36321,2.56808,-7.37711,0.290951
4.36987,2.55518,-7.37711,0.290365
4.37652,2.54231,-7.37711,0.289781
4.38316,2.52946,-7.37711,0.289198
4.38978,2.51664,-7.37711,0.288616
4.39639,2.50385,-7.37711,0.288035
4.40299,2.49108,-7.37711,0.287456
4.40957,2.47834,-7.37711,0.286877
4.41614,2.46562,-7.37711,0.2863
4.4227,2.45293,-7.37711,0.285724
4.42925,2.44026,-7.37711,0.285149
4.43578,2.42762,-7.37711,0.284575
4.4423,2.415,-7.37711,0.284003
4.4488,2.40241,-7.37711,0.283431
4.45529,2.38985,-7.37711,0.282861
4.46177,2.37731,-7.37711,0.282292
4.46824,2.36479,-7.37711,0.281724
4.47469,2.3523,-7.37711,0.281157
4.48113,2.33984,-7.37711,0.280591
4.48755,2.3274,-7.37711,0.280026
4.49397,2.31498,-7.37711,0.279463
4.50037,2.3026,-7.37711,0.278901
4.50676,2.29023,-7.37711,0.278339
4.51313,2.27789,-7.37711,0.277779
4.51949,2.26558,-7.37711,0.27722
4.52584,2.25329,-7.37711,0.276663
4.53218,2.24102,-7.37711,0.276106
4.5385,2.22878,-7.37711,0.27555
4.54482,2.21657,-7.37711,0.274996
4.55111,2.20437,-7.37711,0.274442
4.5574,2.19221,-7.37711,0.27389
4.56367,2.18007,-7.37711,0.273339
4.56993,2.16795,-7.37711,0.272789
4.57618,2.15585,-7.37711,0.27224
4.58242,2.14379,-7.37711,0.271692
4.58864,2.13174,-7.37711,0.271146
4.59485,2.11972,-7.37711,0.2706
4.60105,2.10772,-7.37711,0.270056
4.60723,2.09575,-7.37711,0.269512
4.61341,2.0838,-7.37711,0.26897
4.61957,2.07188,-7.37711,0.268429
4.62572,2.05998,-7.37711,0.267889
4.63185,2.0481,-7.37711,0.26735
4.63797,2.03625,-7.37711,0.266812
4.64409,2.02442,-7.37711,0.266275
4.65018,2.01262,-7.37711,0.265739
4.65627,2.00084,-7.37711,0.265204
4.66234,1.98908,-7.37711,0.264671
4.66841,1.97735,-7.37711,0.264138
4.67446,1.96564,-7.37711,0.263607
4.68049,1.95395,-7.37711,0.263076
4.68652,1.94229,-7.37711,0.262547
4.69253,1.93065,-7.37711,0.262018
4.69853,1.91903,-7.37711,0.261491
4.70452,1.90744,-7.37711,0.260965
4.7105,1.89587,-7.37711,0.26044
4.71647,1.88432,-7.37711,0.259916
4.72242,1.8728,-7.37711,0.259393
4.72836,1.8613,-7.37711,0.258871
4.73429,1.84983,-7.37711,0.25835
4.74021,1.83837,-7.37711,0.25783
4.74611,1.82694,-7.37711,0.257311
4.752,1.81554,-7.37711,0.256794
4.75789,1.80415,-7.37711,0.256277
4.76376,1.79279,-7.37711,0.255761
4.76961,1.78145,-7.37711,0.255247
4.77546,1.77014,-7.37711,0.254733
4.78129,1.75884,-7.37711,0.25422
4.78712,1.74757,-7.37711,0.253709
4.79293,1.73633,-7.37711,0.253198
4.79873,1.7251,-7.37711,0.252689
4.80451,1.7139,-7.37711,0.252181
4.81029,1.70272,-7.37711,0.251673
4.81606,1.69156,-7.37711,0.251167
4.82181,1.68043,-7.37711,0.250661
4.82755,1.66931,-7.37711,0.250157
4.83328,1.65822,-7.37711,0.249654
4.839,1.64716,-7.37711,0.249151
4.8447,1.63611,-7.37711,0.24865
4.8504,1.62509,-7.37711,0.24815
4.85608,1.61409,-7.37711,0.24765
4.86175,1.60311,-7.37711,0.247152
4.86741,1.59215,-7.37711,0.246655
4.87306,1.58122,-7.37711,0.246158
4.8787,1.5703,-7.37711,0.245663
4.88433,1.55941,-7.37711,0.245169
4.88994,1.54854,-7.37711,0.244675
4.89555,1.5377,-7.37711,0.244183
4.90114,1.52687,-7.37711,0.243692
4.90672,1.51607,-7.37711,0.243201
4.91229,1.50529,-7.37711,0.242712
4.91785,1.49453,-7.37711,0.242224
4.9234,1.48379,-7.37711,0.241736
4.92893,1.47308,-7.37719,0.241
4.93443,1.46243,-7.37713,0.239713
4.93989,1.45186,-7.37717,0.238029
4.94531,1.44137,-7.37714,0.236051
4.95068,1.43098,-7.37715,0.23386
4.95599,1.4207,-7.37713,0.231515
4.96125,1.41052,-7.37714,0.229062
4.96645,1.40046,-7.37713,0.226535
4.97158,1.39051,-7.37713,0.22396
4.97666,1.38068,-7.37713,0.221357
4.98168,1.37096,-7.37713,0.218741
4.98664,1.36136,-7.37712,0.216122
4.99154,1.35188,-7.37712,0.21351
4.99638,1.34251,-7.37712,0.21091
5.00117,1.33325,-7.37712,0.208328
5.00589,1.32411,-7.37712,0.205766
5.01055,1.31509,-7.37712,0.203227
5.01516,1.30617,-7.37712,0.200713
5.01971,1.29736,-7.37711,0.198226
5.0242,1.28867,-7.37711,0.195766
5.02864,1.28008,-7.37711,0.193333
5.03302,1.2716,-7.37711,0.190929
5.03735,1.26322,-7.37711,0.188553
5.04162,1.25495,-7.37711,0.186205
5.04584,1.24678,-7.37711,0.183886
5.05001,1.23871,-7.37711,0.181594
5.05412,1.23075,-7.37711,0.179331
5.05819,1.22288,-7.37711,0.177096
5.0622,1.21511,-7.37711,0.174888
5.06617,1.20744,-7.37711,0.172708
5.07008,1.19986,-7.37711,0.170554
5.07395,1.19238,-7.37711,0.168427
5.07776,1.18499,-7.37711,0.166327
5.08153,1.1777,-7.37711,0.164253
5.08525,1.17049,-7.37711,0.162204
5.08893,1.16338,-7.37711,0.160181
5.09256,1.15635,-7.3771,0.158183
5.09615,1.14941,-7.3771,0.15621
5.09969,1.14256,-7.3771,0.154262
5.10318,1.13579,-7.3771,0.152338
5.10664,1.12911,-7.3771,0.150438
5.11005,1.12251,-7.3771,0.148562
5.11341,1.11599,-7.3771,0.146709
5.11674,1.10956,-7.3771,0.144879
5.12002,1.1032,-7.3771,0.143072
5.12326,1.09692,-7.3771,0.141288
5.12647,1.09073,-7.3771,0.139525
5.12963,1.08461,-7.3771,0.137785
5.13275,1.07856,-7.3771,0.136067
5.13583,1.07259,-7.3771,0.13437
5.13888,1.0667,-7.3771,0.132694
5.14189,1.06088,-7.3771,0.131039
5.14486,1.05513,-7.3771,0.129404
5.14779,1.04945,-7.3771,0.12779
5.15069,1.04385,-7.3771,0.126196
5.15355,1.03831,-7.3771,0.124622
5.15637,1.03284,-7.3771,0.123068
5.15916,1.02745,-7.3771,0.121533
5.16191,1.02211,-7.3771,0.120017
5.16463,1.01685,-7.3771,0.11852
5.16732,1.01165,-7.3771,0.117042
5.16997,1.00652,-7.3771,0.115582
5.17259,1.00145,-7.3771,0.114141
5.17518,0.996438,-7.3771,0.112717
5.17773,0.991494,-7.3771,0.111311
5.18026,0.986611,-7.3771,0.109923
5.18275,0.981789,-7.3771,0.108552
5.18521,0.977027,-7.3771,0.107198
5.18764,0.972324,-7.3771,0.105861
5.19004,0.967681,-7.3771,0.10454
5.19241,0.963095,-7.3771,0.103236
5.19475,0.958566,-7.3771,0.101949
5.19706,0.954094,-7.3771,0.100677
5.19934,0.949677,-7.3771,0.0994216
5.20159,0.945316,-7.3771,0.0981815
5.20382,0.941009,-7.3771,0.096957
5.20602,0.936756,-7.3771,0.0957477
5.20819,0.932555,-7.3771,0.0945534
5.21033,0.928407,-7.3771,0.0933741
5.21244,0.924311,-7.3771,0.0922095
5.21453,0.920266,-7.3771,0.0910594
