acceleration,angular_velocity
-0.0389953,-5.85468e-05
-0.0385087,-6.0179e-05
-0.0380282,-5.81512e-05
-0.0375538,-6.15478e-05
-0.0370854,-6.01734e-05
-0.0366229,-6.08547e-05
-0.0361661,-5.9406e-05
-0.0357151,-5.87048e-05
-0.0352698,-5.70384e-05
-0.03483,-5.56325e-05
-0.0343957,-5.37913e-05
-0.0339669,-5.20438e-05
-0.0335434,-5.01108e-05
-0.0331253,-4.85844e-05
-0.0327124,-4.73192e-05
-0.0323047,-4.52645e-05
-0.0319021,-4.3417e-05
-0.0315045,-4.1305e-05
-0.0311118,-3.93388e-05
-0.030724,-3.73148e-05
-0.0303411,-3.54056e-05
-0.0299629,-3.35243e-05
-0.0295894,-3.17433e-05
-0.0292205,-3.00245e-05
-0.0288562,-2.83973e-05
-0.0284965,-2.68436e-05
-0.0281413,-2.53742e-05
-0.0277905,-2.37914e-05
-0.0274442,-2.22866e-05
-0.0271022,-2.08931e-05
-0.0267644,-1.96073e-05
-0.0264308,-1.84223e-05
-0.0261013,-1.73268e-05
-0.0257759,-1.63126e-05
-0.0254546,-1.53713e-05
-0.0251372,-1.44963e-05
-0.0248239,-1.352e-05
-0.0245146,-1.24219e-05
-0.0242091,-1.15067e-05
-0.0239074,-1.06319e-05
-0.0236095,-9.88608e-06
-0.0233152,-9.19285e-06
-0.0230245,-8.58419e-06
-0.0227375,-8.02356e-06
-0.022454,-7.52216e-06
-0.022174,-7.06202e-06
-0.0218975,-6.64606e-06
-0.0216244,-6.26476e-06
-0.0213547,-5.91072e-06
-0.0210884,-5.58501e-06
-0.0208254,-5.29422e-06
-0.0205657,-5.02655e-06
-0.0203092,-4.78384e-06
-0.0200559,-4.56011e-06
-0.0198057,-4.35536e-06
-0.0195587,-4.16629e-06
-0.0193148,-3.99222e-06
-0.0190739,-3.8311e-06
-0.018836,-3.68208e-06
-0.0186011,-3.54378e-06
-0.0183691,-3.41774e-06
-0.01814,-3.31274e-06
-0.0179137,-3.20883e-06
-0.0176903,-3.11479e-06
-0.0174696,-3.02328e-06
-0.0172517,-2.93838e-06
-0.0170366,-2.85681e-06
-0.0168241,-2.78019e-06
-0.0166142,-2.70694e-06
-0.016407,-2.6376e-06
-0.0162024,-2.57132e-06
-0.0160003,-2.50823e-06
-0.0158007,-2.44783e-06
-0.0156037,-2.39006e-06
-0.0154091,-2.33462e-06
-0.0152169,-2.28139e-06
-0.0150271,-2.23017e-06
-0.0148397,-2.18082e-06
-0.0146546,-2.13319e-06
-0.0144718,-2.08717e-06
-0.0142913,-2.04264e-06
-0.0141131,-1.99951e-06
-0.0139371,-1.95767e-06
-0.0137632,-1.91705e-06
-0.0135916,-1.87757e-06
-0.0134221,-1.82968e-06
-0.0132547,-1.78474e-06
-0.0130893,-1.74308e-06
-0.0129261,-1.70383e-06
-0.0127649,-1.66699e-06
-0.0126057,-1.63204e-06
-0.0124484,-1.59887e-06
-0.0122932,-1.56716e-06
-0.0121399,-1.53678e-06
-0.0119885,-1.50751e-06
-0.0118389,-1.47926e-06
-0.0116913,-1.45187e-06
-0.0115455,-1.42526e-06
-0.0114015,-1.39932e-06
-0.0112593,-1.37399e-06
-0.0111188,-1.34919e-06
-0.0109802,-1.32489e-06
-0.0108432,-1.30102e-06
-0.010708,-1.27756e-06
-0.0105744,-1.25447e-06
-0.0104425,-1.23173e-06
-0.0103123,-1.20932e-06
-0.0101837,-1.18721e-06
-0.0100567,-1.1654e-06
-0.00993124,-1.14388e-06
-0.00980738,-1.12264e-06
-0.00968506,-1.10167e-06
-0.00956426,-1.08097e-06
-0.00944498,-1.06053e-06
-0.00932718,-1.04036e-06
-0.00921085,-1.02045e-06
-0.00909597,-1.0008e-06
-0.00898252,-9.81417e-07
-0.00887049,-9.62293e-07
-0.00875986,-9.43432e-07
-0.0086506,-9.24835e-07
-0.00854271,-9.06503e-07
-0.00843617,-8.88436e-07
-0.00833095,-8.72973e-07
-0.00822704,-8.571e-07
-0.00812443,-8.41734e-07
-0.00802309,-8.26043e-07
-0.00792303,-8.10588e-07
-0.00782421,-7.95054e-07
-0.00772662,-7.79706e-07
-0.00763025,-7.64415e-07
-0.00753509,-7.49304e-07
-0.00744111,-7.34319e-07
-0.0073483,-7.19518e-07
-0.00725665,-7.0488e-07
-0.00716614,-6.90433e-07
-0.00707677,-6.76171e-07
-0.0069885,-6.62108e-07
-0.00690134,-6.48243e-07
-0.00681527,-6.34584e-07
-0.00673027,-6.21132e-07
-0.00664633,-6.0789e-07
-0.00656343,-5.94859e-07
-0.00648158,-5.82043e-07
-0.00640074,-5.69441e-07
-0.00632091,-5.57055e-07
-0.00624207,-5.44885e-07
2.57527,-46.0684
1.93199,25.3277
1.4511,-20.2382
1.08569,9.04195
0.811928,-8.88872
0.608798,2.19411
0.45426,-4.61428
0.338349,-0.0224828
0.250814,-2.78211
0.184571,-0.712862
0.134705,-1.85332
0.0969531,-0.894543
0.0684674,-1.34002
0.0468864,-0.874817
0.0305681,-1.02611
0.0181934,-0.784077
0.0088187,-0.814379
0.00170176,-0.676296
-0.00369874,-0.659881
-0.00780287,-0.572644
-0.0109211,-0.540873
-0.0132925,-0.48039
-0.0150952,-0.446091
-0.0164659,-0.401079
-0.0175072,-0.369142
-0.0182974,-0.334035
-0.0188957,-0.306004
-0.0193474,-0.27784
-0.0196867,-0.253902
-0.0199399,-0.230944
-0.0201269,-0.210775
-0.0202629,-0.191897
-0.0203596,-0.175021
-0.020426,-0.159423
-0.0204689,-0.145352
-0.0204936,-0.132433
-0.0205042,-0.120722
-0.0205038,-0.110008
-0.0204948,-0.100271
-0.0204791,-0.0913784
-0.0204582,-0.0832863
-0.0204332,-0.0759035
-0.020405,-0.0691802
-0.0203742,-0.0630494
-0.0203415,-0.0574642
-0.0203071,-0.0523725
-0.0202716,-0.047733
-0.0202351,-0.043504
-0.0201979,-0.0396502
-0.02016,-0.0361376
-0.0201217,-0.0329365
-0.0200831,-0.0300189
-0.0200442,-0.0273598
-0.0200051,-0.0249364
-0.0199658,-0.0227277
-0.0199265,-0.0207147
-0.019887,-0.01888
-0.0198476,-0.0172079
-0.0198081,-0.0156839
-0.0197686,-0.0142949
-0.0197291,-0.013029
-0.0196897,-0.0118752
-0.0196503,-0.0108236
-0.0196109,-0.00986515
-0.0195716,-0.00899161
-0.0195323,-0.00819545
-0.0194931,-0.0074698
-0.0194539,-0.00680843
-0.0194149,-0.00620563
-0.0193758,-0.00565622
-0.0193369,-0.00515547
-0.019298,-0.00469906
-0.0192592,-0.00428307
-0.0192205,-0.00390392
-0.0191818,-0.00355835
-0.0191433,-0.00324337
-0.0191048,-0.00295628
-0.0190663,-0.00269462
-0.019028,-0.00245612
-0.0189897,-0.00223874
-0.0189515,-0.0020406
-0.0189134,-0.00186001
-0.0188753,-0.0016954
-0.0188373,-0.00154537
-0.0187994,-0.00140862
-0.0187616,-0.00128397
-0.0187239,-0.00117036
-0.0186862,-0.0010668
-0.0186486,-0.000972413
-0.0186111,-0.000886377
-0.0185736,-0.000807957
-0.0185362,-0.000736476
-0.0184989,-0.000671322
-0.0184617,-0.000611935
-0.0184246,-0.000557802
-0.0183875,-0.00050846
-0.0183505,-0.000463485
-0.0183136,-0.000422489
-0.0182767,-0.00038512
-0.0182399,-0.000351058
-0.0182032,-0.00032001
-0.0181666,-0.000291709
-0.0181301,-0.000265911
-0.0180936,-0.000242396
-0.0180572,-0.000220961
-0.0180208,-0.000201423
-0.0179846,-0.000183613
-0.0179484,-0.000167378
-0.0179123,-0.000152579
-0.0178762,-0.000139089
-0.0178403,-0.000126792
-0.0178044,-0.000115583
-0.0177721,-3.8346e-05
-0.0177413,4.17612e-05
-0.0177089,0.000100008
-0.0176754,0.000157682
-0.0176412,0.000203814
-0.0176064,0.000245771
-0.0175712,0.000280319
-0.0175358,0.000310271
-0.0175002,0.000334901
-0.0174645,0.000355411
-0.0174288,0.000371795
-0.017393,0.000384687
-0.0173573,0.000394297
-0.0173216,0.000401032
-0.0172859,0.000405123
-0.0172503,0.000406859
-0.0172148,0.000406461
-0.0171793,0.000404155
-0.017144,0.00040013
-0.0171087,0.000394569
-0.0170735,0.000387631
-0.0170384,0.000379466
-0.0170034,0.000370208
-0.0169685,0.000359978
-0.0169337,0.000349453
-0.0168989,0.000337986
-0.0168643,0.000325518
-0.0168297,0.000312434
-0.0167952,0.000298752
-0.0167609,0.000285527
-0.0167266,0.000271275
-0.0166924,0.000256692
-0.0166583,0.000241595
-0.0166243,0.000226215
-0.0165904,0.000210057
-0.0165565,0.00019324
-0.0165228,0.00017749
-0.0164891,0.000161377
-0.0164555,0.000145554
-0.0164221,0.000129591
-0.0163887,0.000113735
-0.0163554,9.78606e-05
-0.0163221,8.20658e-05
-0.016289,6.6321e-05
-0.016256,5.01485e-05
-0.016223,3.47108e-05
-0.0161901,1.91809e-05
-0.0161573,3.94643e-06
-0.0161246,-1.12408e-05
-0.016092,-2.6237e-05
-0.0160595,-4.11172e-05
-0.016027,-5.58279e-05
-0.0159946,-7.03899e-05
-0.0159623,-8.47816e-05
-0.0159301,-9.9007e-05
-0.015898,-0.000113056
-0.0158659,-0.000126928
-0.015834,-0.000140618
-0.0158021,-0.000154123
-0.0157703,-0.00016744
-0.0157385,-0.000180508
-0.0157069,-0.000193446
-0.0156753,-0.000206175
-0.0156438,-0.000218724
-0.0156124,-0.000231066
-0.0155811,-0.000243214
-0.0155498,-0.000255163
-0.0155186,-0.000266917
-0.0154875,-0.000278473
-0.0154565,-0.000289733
-0.0154256,-0.000300695
-0.0153947,-0.000311763
-0.0153639,-0.000322491
-0.0153332,-0.00033311
-0.0153025,-0.000343483
-0.0152719,-0.000353689
-0.0152414,-0.00036366
-0.015211,-0.000373455
-0.0151807,-0.00038292
-0.0151504,-0.000392457
-0.0151202,-0.000402399
-0.0150901,-0.000411492
-0.01506,-0.0004206
-0.01503,-0.000429211
-0.0150001,-0.000437699
-0.0149703,-0.000445753
-0.0149405,-0.000453774
-0.0149108,-0.000460976
-0.0148812,-0.000469398
-0.0148516,-0.000453202
-0.0148219,-0.000439077
-0.0147923,-0.000413256
-0.0147627,-0.000387771
-0.0147331,-0.000359934
-0.0147035,-0.000333284
-0.014674,-0.000306994
-0.0146445,-0.000282308
-0.0146151,-0.000258926
-0.0145857,-0.000237232
-0.0145563,-0.000217065
-0.0145271,-0.00019849
-0.0144978,-0.000181382
-0.0144687,-0.000165694
-0.0144395,-0.000151313
-0.0144105,-0.000138159
-0.0143815,-0.000126133
-0.0143525,-0.000115149
-0.0143237,-0.00010512
-0.0142948,-9.59677e-05
-0.0142661,-8.76172e-05
-0.0142374,-8.00002e-05
-0.0142087,-7.30531e-05
-0.0141801,-6.67178e-05
-0.0141516,-6.09406e-05
-0.0141231,-5.58681e-05
-0.0140947,-5.11023e-05
-0.0140664,-4.67971e-05
-0.014038,-4.28163e-05
-0.0140098,-3.91959e-05
-0.0139816,-3.5872e-05
-0.0139535,-3.28418e-05
-0.0139254,-3.00688e-05
-0.0138974,-2.75387e-05
-0.0138694,-2.52267e-05
-0.0138415,-2.31102e-05
-0.0138137,-2.1032e-05
-0.0137859,-1.93231e-05
-0.0137581,-1.76964e-05
-0.0137304,-1.62583e-05
-0.0137028,-1.49198e-05
-0.0136752,-1.37136e-05
-0.0136477,-1.26031e-05
-0.0136203,-1.15946e-05
-0.0135929,-1.06704e-05
-0.0135655,-9.82814e-06
-0.0135382,-9.05766e-06
-0.013511,-8.35443e-06
-0.0134838,-7.71148e-06
-0.0134566,-7.12417e-06
-0.0134296,-6.58723e-06
-0.0134025,-6.09649e-06
-0.0133756,-5.86989e-06
-0.0133487,-5.70764e-06
-0.0133218,-5.33639e-06
-0.013295,-5.02406e-06
-0.0132683,-4.66754e-06
-0.0132416,-4.35501e-06
-0.0132149,-4.0464e-06
-0.0131883,-3.76989e-06
-0.0131618,-3.50939e-06
-0.0131353,-3.29799e-06
-0.0131089,-3.06931e-06
-0.0130825,-2.87301e-06
-0.0130562,-2.6838e-06
-0.0130298,-4.33238e-06
-0.0130036,-4.14209e-06
-0.0129775,-4.41906e-06
-0.0129514,-4.16596e-06
-0.0129253,-4.10966e-06
-0.0128993,-3.86833e-06
-0.0128734,-3.70278e-06
-0.0128475,-3.47796e-06
-0.0128216,-3.28643e-06
-0.0127958,-3.08119e-06
-0.0127701,-2.89498e-06
-0.0127444,-2.59136e-06
-0.0127187,-1.56023e-06
-0.0126932,-1.37153e-06
-0.0126676,-1.03903e-06
-0.0126421,-9.74828e-07
-0.0126167,-8.4503e-07
-0.0125913,-8.02782e-07
-0.012566,-7.34637e-07
-0.0125407,-6.96736e-07
-0.0125154,-5.2413e-07
-0.0124903,5.29211e-07
-0.0124651,1.7393e-07
-0.0124401,4.84155e-07
-0.012415,8.42056e-07
-0.01239,6.50593e-07
-0.0123651,6.36334e-07
-0.0123402,4.82103e-07
-0.0123154,4.11768e-07
-0.0122906,2.13414e-07
-0.0122659,2.38866e-07
-0.0122412,5.3785e-07
-0.0122166,3.27722e-07
-0.012192,3.52097e-07
-0.0121675,5.16887e-07
-0.012143,4.75759e-07
-0.0121185,5.73765e-07
-0.0120942,4.12973e-07
-0.0120698,3.78684e-07
-0.0120455,2.21982e-07
-0.0120213,1.37891e-07
-0.0119971,2.31508e-08
-0.011973,-5.75197e-08
-0.0119489,-1.42921e-07
-0.0119248,-2.45516e-07
-0.0119008,-3.75576e-07
-0.0118769,-7.50105e-07
-0.011853,-2.74024e-06
-0.0118291,-2.14773e-06
-0.0118053,-2.54241e-06
-0.0117816,-2.15315e-06
-0.0117579,-1.84603e-06
-0.0117342,-1.57287e-06
-0.0117106,-1.4012e-06
-0.011687,-1.15922e-06
-0.0116635,-1.09766e-06
-0.0116401,-7.96155e-07
-0.0116166,-7.60195e-07
-0.0115933,-6.58707e-07
-0.0115699,-6.40594e-07
-0.0115466,-4.76122e-07
-0.0115234,-5.08598e-08
-0.0115002,-2.21575e-09
-0.0114771,5.02758e-08
-0.011454,1.72161e-08
-0.0114309,5.86419e-09
-0.0114079,-2.75964e-08
-0.011385,-4.89425e-08
-0.0113621,-7.58245e-08
-0.0113392,-9.66556e-08
-0.0113164,-1.18192e-07
-0.0112936,-1.3645e-07
-0.0112709,-1.54012e-07
-0.0112482,6.27747e-08
-0.0112256,8.95399e-08
-0.011203,1.04472e-07
-0.0111805,7.39043e-08
-0.011158,5.06948e-08
-0.0111355,1.70439e-08
-0.0111131,-1.04587e-08
-0.0110907,-3.9504e-08
-0.0110684,-6.46653e-08
-0.0110462,-8.90607e-08
-0.0110239,-1.10911e-07
-0.0110018,-2.12041e-08
-0.0109796,7.5193e-08
-0.0109575,3.28949e-08
-0.0109355,2.54962e-08
-0.0109135,-1.81168e-08
-0.0108915,-4.23519e-08
-0.0108696,-7.64072e-08
-0.0108477,-1.01335e-07
-0.0108259,-1.28393e-07
-0.0108041,-1.50936e-07
-0.0107824,-1.73242e-07
-0.0107607,-1.92989e-07
-0.010739,-2.11833e-07
-0.0107174,-2.28998e-07
-0.0106958,-2.45159e-07
-0.0106743,-2.60095e-07
-0.0106528,-2.7411e-07
-0.0106314,-2.87174e-07
-0.01061,-2.99446e-07
-0.0105887,-2.54924e-07
-0.0105674,3.91943e-07
-0.0105461,3.24302e-07
-0.0105249,4.00581e-07
-0.0105037,2.79046e-07
-0.0104826,2.26443e-07
-0.0104615,1.38783e-07
-0.0104404,7.9058e-08
-0.0104194,9.63652e-09
-0.0103985,-4.63603e-08
-0.0103775,-1.03139e-07
-0.0103566,-1.52445e-07
-0.0103358,-1.99785e-07
-0.010315,-1.43337e-07
-0.0102943,9.67533e-08
-0.0102735,8.30335e-09
-0.0102529,2.18786e-08
-0.0102322,-6.79056e-08
-0.0102116,-1.09198e-07
-0.0101911,-1.82287e-07
-0.0101706,-2.32841e-07
-0.0101501,-2.9182e-07
-0.0101297,-3.3966e-07
-0.0101093,-3.8829e-07
-0.010089,-4.3071e-07
-0.0100687,-4.71586e-07
-0.0100484,-5.08492e-07
-0.0100282,-5.43327e-07
-0.010008,-5.75327e-07
-0.00998788,-6.05327e-07
-0.00996778,-6.33157e-07
-0.00994772,-6.59234e-07
-0.00992771,-6.83591e-07
-0.00990773,-7.06472e-07
-0.0098878,-7.2797e-07
-0.0098679,-7.4825e-07
-0.00984804,-7.67415e-07
-0.00982823,-7.85588e-07
-0.00980845,-8.10121e-07
-0.00978872,-8.31995e-07
-0.00976902,-8.45215e-07
-0.00974937,-7.73868e-07
-0.0140533,-0.000349944
-0.0249487,-0.00105222
-0.0330592,-0.00107029
-0.0390596,-0.00121715
-0.0434575,-0.0010998
-0.0466364,-0.0010162
-0.0488881,-0.000833761
-0.0504348,-0.000666792
-0.0514461,-0.000471955
-0.0520512,-0.000293707
-0.0523487,-0.000118703
-0.0524141,3.59849e-05
-0.0523046,0.000174909
-0.0520642,0.00029222
-0.0517261,0.000390354
-0.0513159,0.000467627
-0.0508529,0.000527909
-0.0503517,0.000570306
-0.0498236,0.000598056
-0.0492769,0.000611606
-0.0487182,0.000614869
-0.0481521,0.000607748
-0.0475825,0.000593141
-0.0470119,0.000571904
-0.0464424,0.000545914
-0.0458756,0.000516166
-0.0453125,0.00048396
-0.044754,0.000450133
-0.0442007,0.000415555
-0.0436529,0.000380873
-0.043111,0.000348044
-0.0425752,0.000315621
-0.0420455,0.000283901
-0.0415221,0.000253332
-0.0410049,0.000224115
-0.0404939,0.000196476
-0.0399892,0.000170186
-0.0394907,0.000146314
-0.0389983,0.000123795
-0.0385121,0.000103321
-0.0380318,8.44235e-05
-0.0375576,6.73298e-05
-0.0370892,5.17967e-05
-0.0366267,3.78578e-05
-0.03617,2.53553e-05
-0.035719,1.42504e-05
-0.0352735,4.47196e-06
-0.0348337,-4.10449e-06
-0.0343993,-1.1573e-05
-0.0339704,-1.80404e-05
-0.0335468,-2.35992e-05
-0.0331285,-2.84761e-05
-0.0327154,-3.24362e-05
-0.0323074,-3.57949e-05
-0.0319045,-3.84905e-05
-0.0315067,-4.06851e-05
-0.0311138,-4.23822e-05
-0.0307258,-4.32342e-05
-0.0303426,-4.37067e-05
-0.0299642,-4.4155e-05
-0.0295905,-4.43478e-05
-0.0292215,-4.44393e-05
-0.0288571,-4.43396e-05
-0.0284973,-4.41206e-05
-0.0281419,-4.37524e-05
-0.0277909,-4.32531e-05
-0.0274444,-4.2587e-05
-0.0271021,-4.18225e-05
-0.0267641,-4.0958e-05
-0.0264304,-3.96905e-05
-0.0261008,-3.85821e-05
-0.0257753,-3.7454e-05
-0.0254538,-3.63975e-05
-0.0251364,-3.53349e-05
-0.0248229,-3.43039e-05
-0.0245133,-3.32736e-05
-0.0242076,-3.22789e-05
-0.0239057,-3.1261e-05
-0.0236076,-3.02649e-05
-0.0233131,-2.92655e-05
-0.0230224,-2.82815e-05
-0.0227353,-2.73029e-05
-0.0224517,-2.63387e-05
-0.0221717,-2.53125e-05
-0.0218952,-2.43061e-05
-0.0216222,-2.32978e-05
-0.0213525,-2.23218e-05
-0.0210862,-2.13679e-05
-0.0208232,-2.04498e-05
-0.0205635,-1.95622e-05
-0.0203071,-1.87105e-05
-0.0200538,-1.78914e-05
-0.0198037,-1.71066e-05
-0.0195567,-1.63539e-05
-0.0193128,-1.56332e-05
-0.0190719,-1.49431e-05
-0.018834,-1.42827e-05
-0.0185992,-1.36269e-05
-0.0183672,-1.29305e-05
-0.0181381,-1.22687e-05
-0.0179119,-1.16191e-05
-0.0176885,-1.10099e-05
-0.0174679,-1.04285e-05
-0.0172501,-9.88822e-06
-0.0170349,-9.3821e-06
-0.0168225,-8.90979e-06
-0.0166127,-8.46705e-06
-0.0164055,-8.05276e-06
-0.0162008,-7.66411e-06
-0.0159988,-7.29971e-06
-0.0157992,-6.9575e-06
-0.0156022,-6.63608e-06
-0.0154076,-6.33383e-06
-0.0152154,-6.04948e-06
-0.0150256,-5.73911e-06
-0.0148382,-5.4924e-06
-0.0146532,-5.2417e-06
-0.0144704,-5.02502e-06
-0.0142899,-4.81238e-06
-0.0141117,-4.61989e-06
-0.0139357,-4.4341e-06
-0.0137619,-4.26168e-06
-0.0135902,-4.09647e-06
-0.0134207,-3.9411e-06
-0.0132533,-3.79263e-06
-0.013088,-3.65198e-06
-0.0129248,-3.51766e-06
-0.0127636,-3.38987e-06
-0.0126044,-3.26778e-06
-0.0124472,-3.15132e-06
-0.0122919,-3.03996e-06
-0.0121386,-2.93353e-06
-0.0119872,-2.83168e-06
-0.0118377,-2.73524e-06
-0.0116901,-2.64463e-06
-0.0115443,-2.55798e-06
-0.0114003,-2.47536e-06
-0.0112581,-2.39593e-06
-0.0111177,-2.3197e-06
-0.010979,-2.24624e-06
-0.0108421,-2.17551e-06
-0.0107068,-2.10728e-06
-0.0105733,-2.04146e-06
-0.0104414,-1.97792e-06
-0.0103112,-1.91657e-06
-0.0101826,-1.85731e-06
-0.0100556,-1.80006e-06
-0.00993015,-1.74474e-06
-0.0098063,-1.69127e-06
-0.00968399,-1.6399e-06
-0.0095632,-1.5903e-06
-0.00944393,-1.54188e-06
-0.00932614,-1.49515e-06
-0.00920982,-1.4498e-06
-0.00909495,-1.406e-06
-0.00898151,-1.36356e-06
-0.00886949,-1.32255e-06
-0.00875886,-1.28284e-06
-0.00864962,-1.24443e-06
-0.00854173,-1.20725e-06
-0.0084352,-1.17127e-06
-0.00832999,-1.13644e-06
-0.00822609,-1.10273e-06
-0.00812349,-1.07009e-06
-0.00802217,-1.03849e-06
-0.00792211,-1.0079e-06
-0.00782331,-9.78265e-07
-0.00772573,-9.49567e-07
-0.00762937,-9.21771e-07
-0.00753421,-8.95279e-07
-0.00744024,-8.70131e-07
-0.00734744,-8.45864e-07
-0.0072558,-8.22473e-07
-0.0071653,-7.99764e-07
-0.00707593,-7.77737e-07
-0.00698768,-7.56305e-07
-0.00690052,-7.35465e-07
-0.00681445,-7.15175e-07
-0.00672946,-6.95428e-07
-0.00664553,-6.762e-07
-0.00656264,-6.57484e-07
-0.00648079,-6.39263e-07
-0.00639996,-6.21528e-07
-0.00632013,-6.04268e-07
-0.0062413,-5.87472e-07
2.57407,-46.4709
1.92087,24.9805
1.44737,-19.7364
1.08221,8.18779
0.814262,-8.31789
0.612321,1.79148
0.456676,-4.34009
0.341006,-0.171591
0.252761,-2.65466
0.186012,-0.770533
0.135756,-1.79112
0.0977241,-0.913619
0.0690262,-1.30738
0.0472919,-0.878101
0.0308592,-1.00729
0.0184019,-0.781329
0.0089663,-0.802363
0.00180563,-0.671627
-0.00362669,-0.651477
-0.00775343,-0.567725
-0.0108879,-0.53458
-0.0132705,-0.47585
-0.0150812,-0.441165
-0.0164572,-0.397111
-0.0175021,-0.365181
-0.0182946,-0.330653
-0.0188944,-0.302771
-0.0193469,-0.274993
-0.0196866,-0.251242
-0.0199399,-0.228563
-0.0201268,-0.208577
-0.0202626,-0.189912
-0.0203592,-0.173199
-0.0204253,-0.157771
-0.020468,-0.143841
-0.0204924,-0.13106
-0.0205028,-0.119468
-0.0205021,-0.108867
-0.020493,-0.0992295
-0.0204771,-0.0904302
-0.0204561,-0.0824217
-0.0204309,-0.0751158
-0.0204026,-0.0684622
-0.0203717,-0.0623951
-0.0203389,-0.0568678
-0.0203045,-0.051829
-0.0202689,-0.0472376
-0.0202324,-0.0430526
-0.0201951,-0.0392387
-0.0201572,-0.0357626
-0.0201189,-0.0325947
-0.0200802,-0.0297074
-0.0200413,-0.027076
-0.0200022,-0.0246776
-0.0199629,-0.0224919
-0.0199236,-0.0204997
-0.0198841,-0.0186841
-0.0198446,-0.0170293
-0.0198052,-0.0155211
-0.0197657,-0.0141466
-0.0197262,-0.0128938
-0.0196867,-0.011752
-0.0196473,-0.0107113
-0.019608,-0.00976281
-0.0195686,-0.00889834
-0.0195294,-0.00811043
-0.0194902,-0.00739232
-0.019451,-0.00673781
-0.0194119,-0.00614126
-0.0193729,-0.00559755
-0.019334,-0.00510199
-0.0192951,-0.00465032
-0.0192563,-0.00423865
-0.0192176,-0.00386343
-0.019179,-0.00352144
-0.0191404,-0.00320973
-0.0191019,-0.00292562
-0.0190635,-0.00266667
-0.0190251,-0.00243065
-0.0189868,-0.00221552
-0.0189486,-0.00201944
-0.0189105,-0.00184072
-0.0188725,-0.00167782
-0.0188345,-0.00152935
-0.0187966,-0.00139401
-0.0187588,-0.00127066
-0.018721,-0.00115822
-0.0186834,-0.00105574
-0.0186458,-0.000962331
-0.0186083,-0.000877187
-0.0185708,-0.00079958
-0.0185335,-0.000728841
-0.0184962,-0.000664363
-0.0184589,-0.000605591
-0.0184218,-0.00055202
-0.0183847,-0.000503189
-0.0183477,-0.00045868
-0.0183108,-0.000418109
-0.018274,-0.000381128
-0.0182372,-0.000347419
-0.0182051,-0.000323552
-0.018176,-0.000313322
-0.0181417,-0.000290075
-0.018108,-0.000275108
-0.0180732,-0.000256423
-0.0180378,-0.000240841
-0.0180019,-0.000225059
-0.0179656,-0.000210757
-0.0179291,-0.000197125
-0.0178925,-0.00018451
-0.0178558,-0.000172687
-0.0178191,-0.000161689
-0.0177823,-0.00015144
-0.0177456,-0.000141893
-0.017709,-0.000132995
-0.0176724,-0.000124703
-0.0176359,-0.00011697
-0.0175994,-0.000109753
-0.0175631,-0.000103011
-0.0175269,-9.35253e-05
-0.0174908,-7.93093e-05
-0.0174548,-7.06761e-05
-0.0174188,-6.23252e-05
-0.0173829,-5.62758e-05
-0.0173471,-5.09789e-05
-0.0173114,-4.67933e-05
-0.0172758,-4.32003e-05
-0.0172402,-4.01972e-05
-0.0172048,-3.76489e-05
-0.0171695,-3.54485e-05
-0.0171343,-3.45155e-05
-0.0170989,-3.96037e-05
-0.0170635,-4.44004e-05
-0.0170285,-4.5747e-05
-0.0169936,-4.64325e-05
-0.0169589,-4.56211e-05
-0.0169244,-4.41942e-05
-0.0168899,-4.21511e-05
-0.0168555,-3.98101e-05
-0.0168211,-3.72325e-05
-0.0167869,-3.45458e-05
-0.0167528,-3.2611e-05
-0.0167187,-3.02937e-05
-0.0166847,-2.79785e-05
-0.0166508,-2.55366e-05
-0.016617,-2.30891e-05
-0.0165833,-2.06162e-05
-0.0165496,-1.81654e-05
-0.016516,-1.57708e-05
-0.0164825,-1.33849e-05
-0.0164491,-1.10488e-05
-0.0164158,-8.75364e-06
-0.0163826,-6.51352e-06
-0.0163494,-4.32806e-06
-0.0163164,-1.93634e-06
-0.0162834,1.08196e-06
-0.0162505,3.1366e-06
-0.0162177,5.28236e-06
-0.016185,7.1011e-06
-0.0161524,8.89244e-06
-0.0161198,1.05485e-05
-0.0160873,1.21565e-05
-0.0160549,1.369e-05
-0.0160226,1.51756e-05
-0.0159904,1.66046e-05
-0.0159582,1.7989e-05
-0.0159261,1.93313e-05
-0.0158941,2.06321e-05
-0.0158622,2.18926e-05
-0.0158304,2.31154e-05
-0.0157987,2.43019e-05
-0.015767,2.54552e-05
-0.0157354,2.6573e-05
-0.0157039,2.76548e-05
-0.0156725,2.87058e-05
-0.0156411,2.97313e-05
-0.0156098,3.07237e-05
-0.0155786,3.16772e-05
-0.0155475,3.26192e-05
-0.0155165,3.35272e-05
-0.0154855,3.46559e-05
-0.0154546,3.61079e-05
-0.0154238,3.72618e-05
-0.015393,3.86253e-05
-0.0153624,3.97033e-05
-0.0153318,4.08098e-05
-0.0153013,4.19585e-05
-0.0152708,4.29598e-05
-0.0152404,4.39926e-05
-0.0152102,4.49611e-05
-0.0151799,4.52772e-05
-0.0151497,4.52734e-05
-0.0151196,4.49062e-05
-0.0150895,4.43045e-05
-0.0150594,4.34822e-05
-0.0150293,4.24995e-05
-0.0149993,4.10075e-05
-0.0149694,3.91822e-05
-0.0149395,3.80451e-05
-0.0149096,3.64292e-05
-0.0148797,3.49555e-05
