position_error,angular_error
0.125749,-1.19084e-06
0.124181,-1.16484e-06
0.122632,-1.1393e-06
0.121103,-1.11421e-06
0.119592,-1.08958e-06
0.118101,-1.0654e-06
0.116628,-1.04167e-06
0.115173,-1.0184e-06
0.113737,-9.95572e-07
0.112318,-9.73188e-07
0.110918,-9.51243e-07
0.109534,-9.29733e-07
0.108168,-9.08654e-07
0.106819,-8.88e-07
0.105487,-8.67766e-07
0.104171,-8.47947e-07
0.102872,-8.28538e-07
0.101589,-8.09532e-07
0.100322,-7.90924e-07
0.0990707,-7.72709e-07
8.5024,-3.07128
8.49688,-0.768491
8.50249,-2.03619
8.49411,-1.0259
8.49239,-1.48021
8.48176,-1.03789
8.47259,-1.15
8.45834,-0.921502
8.4436,-0.922676
8.42591,-0.785665
8.40729,-0.752087
8.38691,-0.661306
8.36567,-0.618379
8.34335,-0.553024
8.32037,-0.510827
8.29671,-0.460933
8.27257,-0.423038
8.24801,-0.383517
8.22314,-0.350806
8.19799,-0.318821
8.17265,-0.291115
8.14714,-0.264918
8.12151,-0.241674
8.09579,-0.220078
8.07,-0.200672
8.04416,-0.182806
8.0183,-0.166645
7.99242,-0.151839
7.96654,-0.138398
7.94067,-0.126115
7.91481,-0.114943
7.88897,-0.104748
7.86316,-0.0954663
7.83738,-0.0870013
7.81163,-0.0792911
7.78592,-0.0722618
7.76025,-0.0658576
7.73462,-0.0600199
7.70904,-0.0547006
7.6835,-0.0498524
7.658,-0.0454343
7.63255,-0.0414077
7.60715,-0.0377382
7.5818,-0.0343938
7.5565,-0.031346
7.53124,-0.0285683
7.50604,-0.0260369
7.48088,-0.0237298
7.45577,-0.0216271
7.43071,-0.0197109
7.4057,-0.0179645
7.38074,-0.0163728
7.35584,-0.0149223
7.33098,-0.0136002
7.30617,-0.0123954
7.28141,-0.0112973
7.25669,-0.0102965
7.23203,-0.00938438
7.20742,-0.00855309
7.18286,-0.00779547
7.15834,-0.00710497
7.13388,-0.00647566
7.10947,-0.0059021
7.0851,-0.00537935
7.06078,-0.00490292
7.03651,-0.0044687
7.0123,-0.00407295
6.98812,-0.00371225
6.964,-0.00338351
6.93993,-0.00308389
6.9159,-0.00281081
6.89193,-0.00256192
6.868,-0.00233507
6.84412,-0.00212832
6.82029,-0.00193988
6.7965,-0.00176813
6.77277,-0.00161159
6.74908,-0.00146891
6.72544,-0.00133887
6.70184,-0.00122035
6.6783,-0.00111232
6.6548,-0.00101385
6.63135,-0.00092411
6.60794,-0.000842313
6.58458,-0.000767758
6.56127,-0.000699805
6.53801,-0.000637868
6.51479,-0.000581414
6.49162,-0.000529959
6.4685,-0.000483059
6.44542,-0.000440311
6.42239,-0.000401347
6.39941,-0.000365833
6.37647,-0.000333462
6.35358,-0.000303956
6.33074,-0.000277062
6.30794,-0.000252549
6.28518,-0.000230205
6.26248,-0.000209839
6.23981,-0.000191275
6.2172,-0.000174354
6.19463,-0.00015893
6.1721,-0.000144872
6.14962,-0.000132057
6.12719,-0.000120377
6.1048,-0.000109729
6.08245,-0.000100024
6.06015,-9.1178e-05
6.0379,-8.31144e-05
6.01569,-7.57641e-05
5.99352,-6.90641e-05
5.9714,-6.29568e-05
5.94932,-5.73899e-05
5.92729,-5.56787e-05
5.9053,-5.79819e-05
5.88336,-6.32172e-05
5.86146,-7.13669e-05
5.83961,-8.18629e-05
5.8178,-9.45044e-05
5.79603,-0.000108928
5.77431,-0.00012491
5.75263,-0.000142189
5.73099,-0.000160563
5.7094,-0.00017983
5.68785,-0.000199819
5.66634,-0.000220367
5.64488,-0.000241332
5.62346,-0.000262585
5.60209,-0.000284007
5.58075,-0.000305494
5.55947,-0.000326949
5.53822,-0.000348286
5.51701,-0.000369429
5.49585,-0.000390308
5.47473,-0.00041086
5.45366,-0.00043103
5.43262,-0.000450767
5.41163,-0.000470056
5.39068,-0.000488848
5.36978,-0.000507091
5.34891,-0.000524751
5.32809,-0.000541798
5.30731,-0.000558252
5.28657,-0.000574059
5.26587,-0.0005892
5.24521,-0.000603648
5.2246,-0.000617385
5.20403,-0.00063037
5.18349,-0.000642567
5.163,-0.000654027
5.14256,-0.000664729
5.12215,-0.000674684
5.10178,-0.000683883
5.08146,-0.000692328
5.06117,-0.000700015
5.04093,-0.000706946
5.02072,-0.00071312
5.00056,-0.000718513
4.98044,-0.000723159
4.96036,-0.000727049
4.94031,-0.000730197
4.92031,-0.000732601
4.90035,-0.000734268
4.88043,-0.0007352
4.86055,-0.000735405
4.84071,-0.000734885
4.82091,-0.000733647
4.80115,-0.000731696
4.78143,-0.000729038
4.76175,-0.000725678
4.7421,-0.000721624
4.7225,-0.000716881
4.70294,-0.000711456
4.68342,-0.000705359
4.66393,-0.000698593
4.64449,-0.000691166
4.62508,-0.000683084
4.60571,-0.000674354
4.58639,-0.000664984
4.5671,-0.000654981
4.54785,-0.000644351
4.52863,-0.000633102
4.50946,-0.000621245
4.49033,-0.000608794
4.47123,-0.000595739
4.45217,-0.000582096
4.43315,-0.000567866
4.41417,-0.00055306
4.39523,-0.000537683
4.37632,-0.000521744
4.35746,-0.000505249
4.33863,-0.000488213
4.31984,-0.000470628
4.30109,-0.000452473
4.28237,-0.000433786
4.26369,-0.000414564
4.24505,-0.000394829
4.22645,-0.000374586
4.20788,-0.000353853
4.18936,-0.000332628
4.17087,-0.000310952
4.15241,-0.00028876
4.134,-0.000267285
4.11562,-0.000246427
4.09728,-0.000226775
4.07897,-0.000208317
4.0607,-0.000191176
4.04247,-0.000175299
4.02428,-0.000160673
4.00612,-0.000147222
3.98799,-0.000134885
3.96991,-0.000123584
3.95186,-0.000113246
3.93385,-0.000103794
3.91587,-9.51602e-05
3.89793,-8.72754e-05
3.88003,-8.00776e-05
3.86216,-7.35081e-05
3.84433,-6.75132e-05
3.82653,-6.20429e-05
3.80877,-5.70517e-05
3.79105,-5.24977e-05
3.77336,-4.83424e-05
3.7557,-4.45508e-05
3.73808,-4.10909e-05
3.7205,-3.79334e-05
3.70296,-3.50517e-05
3.68544,-3.24116e-05
3.66797,-2.99987e-05
3.65053,-2.7791e-05
3.63312,-2.57731e-05
3.61575,-2.39277e-05
3.59841,-2.22407e-05
3.58111,-2.06982e-05
3.56384,-1.92877e-05
3.54661,-1.79978e-05
3.52941,-1.6818e-05
3.51225,-1.57391e-05
3.49512,-1.47594e-05
3.47803,-1.38611e-05
3.46097,-1.30402e-05
3.44395,-1.22877e-05
3.42695,-1.1599e-05
3.41,-1.09676e-05
3.39308,-1.0389e-05
3.37619,-9.85829e-06
3.35933,-9.37156e-06
3.34251,-8.92484e-06
3.32573,-8.51472e-06
3.30897,-8.13799e-06
3.29225,-7.79178e-06
3.27557,-7.47345e-06
3.25892,-7.18059e-06
3.2423,-6.91101e-06
3.22571,-6.65154e-06
3.20916,-6.39899e-06
3.19264,-6.1639e-06
3.17616,-5.94338e-06
3.15971,-5.73974e-06
3.14329,-5.55083e-06
3.1269,-5.37654e-06
3.11055,-5.21532e-06
3.09423,-5.06643e-06
3.07794,-4.92747e-06
3.06169,-4.79935e-06
3.04547,-4.68049e-06
3.02928,-4.5706e-06
3.01312,-4.37733e-06
2.997,-4.19266e-06
2.98091,-3.99314e-06
2.96485,-3.80535e-06
2.94882,-3.61943e-06
2.93283,-3.4447e-06
2.91687,-3.2774e-06
2.90094,-3.12054e-06
2.88504,-2.97251e-06
2.86917,-2.83403e-06
2.85334,-2.70421e-06
2.83753,-2.58898e-06
2.82176,-2.525e-06
2.80603,-2.4702e-06
2.79032,-2.43186e-06
2.77464,-2.39659e-06
2.759,-2.36768e-06
2.74339,-2.34079e-06
2.72781,-2.31722e-06
2.71226,-2.29547e-06
2.69674,-2.28232e-06
2.68125,-2.32212e-06
2.66579,-2.34433e-06
2.65037,-2.38232e-06
2.63498,-2.43859e-06
2.61961,-2.48561e-06
2.60428,-2.53224e-06
2.58898,-2.57146e-06
2.57371,-2.60743e-06
2.55847,-2.63369e-06
2.54326,-2.66146e-06
2.52808,-2.70449e-06
2.51293,-2.73728e-06
2.49782,-2.77155e-06
2.48273,-2.8144e-06
2.46767,-2.8555e-06
2.45265,-2.90186e-06
2.43765,-2.94049e-06
2.42269,-2.9777e-06
2.40775,-3.00734e-06
2.39284,-3.03301e-06
2.37797,-3.05315e-06
2.36312,-3.06944e-06
2.34831,-3.08161e-06
2.33352,-3.08879e-06
2.31876,-3.08954e-06
2.30404,-3.07155e-06
2.28934,-2.95337e-06
2.27467,-2.86434e-06
2.26004,-2.75495e-06
2.24543,-2.66451e-06
2.23085,-2.58902e-06
2.2163,-2.52686e-06
2.20178,-2.473e-06
2.18729,-2.43104e-06
2.17283,-2.39197e-06
2.15839,-2.36789e-06
2.14399,-2.34553e-06
2.12961,-2.32821e-06
2.11527,-2.31175e-06
2.10095,-2.30354e-06
2.08666,-2.31675e-06
2.0724,-2.33258e-06
2.05817,-2.35124e-06
2.04397,-2.36844e-06
2.0298,-2.38528e-06
2.01565,-2.40063e-06
2.00153,-2.41509e-06
1.98745,-2.4284e-06
1.97339,-2.44083e-06
1.95935,-2.45236e-06
1.94535,-2.46314e-06
1.93138,-2.47321e-06
1.91743,-2.49436e-06
1.90351,-2.51711e-06
1.88962,-2.54087e-06
1.87575,-2.56337e-06
1.86192,-2.58497e-06
1.84811,-2.60515e-06
1.83433,-2.62419e-06
1.82058,-2.64202e-06
1.80686,-2.65883e-06
1.79316,-2.67465e-06
1.77949,-2.68961e-06
1.76585,-2.70932e-06
1.75224,-2.73416e-06
1.73865,-2.75718e-06
1.72509,-2.78014e-06
1.71156,-2.80121e-06
1.69805,-2.82135e-06
1.68458,-2.84007e-06
1.67112,-2.85782e-06
1.6577,-2.87449e-06
1.6443,-2.8903e-06
1.63094,-2.90526e-06
1.61759,-2.9195e-06
1.60428,-2.93305e-06
1.59099,-2.946e-06
1.57773,-2.95841e-06
1.56449,-2.97032e-06
1.55128,-2.98179e-06
1.5381,-2.99286e-06
1.52494,-3.00358e-06
1.51181,-3.01681e-06
1.49871,-3.06295e-06
1.48563,-3.10627e-06
1.47258,-3.154e-06
1.45956,-3.19622e-06
1.44656,-3.23637e-06
1.43359,-3.27265e-06
1.42065,-3.30646e-06
1.40773,-3.3373e-06
1.39483,-3.3658e-06
1.38197,-3.39194e-06
1.36912,-3.41606e-06
1.35631,-3.43825e-06
1.34352,-3.46375e-06
1.33075,-3.50186e-06
1.31802,-3.53612e-06
1.3053,-3.57167e-06
1.29262,-3.6033e-06
1.27995,-3.63343e-06
1.26732,-3.66045e-06
1.25471,-3.68548e-06
1.24212,-3.70809e-06
1.22956,-3.72881e-06
1.21703,-3.7476e-06
1.20452,-3.76476e-06
1.19203,-3.78036e-06
1.17957,-3.7946e-06
1.16714,-3.80757e-06
1.15473,-3.81942e-06
1.14234,-3.83023e-06
1.12998,-3.84012e-06
1.11765,-3.84917e-06
1.10534,-3.85748e-06
1.09305,-3.86511e-06
1.08079,-3.87215e-06
1.06856,-3.87864e-06
1.05635,-3.88467e-06
1.04416,-3.89027e-06
1.032,-3.89513e-06
1.01986,-3.89939e-06
1.00775,-3.90349e-06
0.995661,-3.91172e-06
0.983607,1.3752e-05
0.971616,6.71821e-05
0.959708,0.000122194
0.947897,0.000185333
0.936195,0.000243327
0.924609,0.000297823
0.913146,0.000343773
0.901808,0.000381853
0.8906,0.000410554
0.879521,0.000430595
0.868574,0.000442033
0.857757,0.000445785
0.847071,0.000442553
0.836515,0.000433342
0.826089,0.000419047
0.815791,0.00040066
0.80562,0.00037899
0.795575,0.0003549
0.785654,0.000329101
0.775857,0.00030229
0.766182,0.000274976
0.756626,0.000247677
0.74719,0.000220774
0.737871,0.000194606
0.728669,0.000169423
0.719581,0.000145428
0.710606,0.000122761
0.701744,0.000101521
0.692992,8.1763e-05
0.684348,6.35114e-05
0.675813,4.66916e-05
0.667384,3.1301e-05
0.659061,1.7322e-05
0.650841,4.71419e-06
0.642723,-6.57353e-06
0.634707,-1.66044e-05
0.626791,-2.54309e-05
0.618973,-3.31601e-05
0.611253,-3.98469e-05
0.60363,-4.55814e-05
0.596101,-5.04316e-05
0.588666,-5.44776e-05
0.581324,-5.77882e-05
0.574074,-6.04348e-05
0.566914,-6.24819e-05
0.559843,-6.39925e-05
0.55286,-6.50272e-05
0.545965,-6.56406e-05
0.539155,-6.58837e-05
0.532431,-6.58024e-05
0.52579,-6.54386e-05
0.519232,-6.48233e-05
0.512756,-6.39997e-05
0.506361,-6.29957e-05
0.500045,-6.18425e-05
0.493809,-6.05636e-05
0.48765,-5.91826e-05
0.481568,-5.77411e-05
0.475561,-5.62574e-05
0.46963,-5.47323e-05
0.463772,-5.31782e-05
0.457988,-5.15998e-05
0.452276,-5.00065e-05
0.446635,-4.84042e-05
0.441064,-4.68003e-05
0.435563,-4.52014e-05
0.430131,-4.36161e-05
0.424766,-4.20494e-05
0.419468,-4.05067e-05
0.414236,-3.90088e-05
0.409069,-3.7548e-05
0.403967,-3.61258e-05
0.398929,-3.47392e-05
0.393953,-3.33889e-05
0.38904,-3.20738e-05
0.384187,-3.07942e-05
0.379396,-2.95488e-05
0.374664,-2.83392e-05
0.369991,-2.71648e-05
0.365376,-2.60261e-05
0.360819,-2.49229e-05
0.356318,-2.38553e-05
0.351874,-2.2823e-05
0.347486,-2.18296e-05
0.343151,-2.08747e-05
0.338872,-1.99587e-05
0.334645,-1.90806e-05
0.330471,-1.82397e-05
0.326349,-1.74347e-05
0.322279,-1.66644e-05
0.318259,-1.59276e-05
0.31429,-1.52229e-05
0.31037,-1.4549e-05
0.306499,-1.39047e-05
0.302676,-1.32888e-05
0.298901,-1.27001e-05
0.295173,-1.21373e-05
0.291491,-1.16007e-05
0.287855,-1.10925e-05
0.284265,-1.06114e-05
0.28072,-1.01571e-05
0.277218,-9.72798e-06
0.273761,-9.32283e-06
0.270346,-8.93992e-06
0.266974,-8.57781e-06
0.263645,-8.23503e-06
0.260356,-7.91034e-06
0.257109,-7.60252e-06
0.253902,-7.3105e-06
0.250735,-7.03323e-06
0.247608,-6.76979e-06
0.24452,-6.5193e-06
0.24147,-6.28095e-06
0.238458,-6.05398e-06
0.235484,-5.83987e-06
0.232547,-5.63554e-06
0.229646,-5.44132e-06
0.226782,-5.25562e-06
0.223954,-5.07834e-06
0.22116,-4.90857e-06
0.218402,-4.74606e-06
0.215678,-4.59023e-06
0.212988,-4.44079e-06
0.210331,-4.29733e-06
0.207708,-4.15958e-06
0.205117,-4.02721e-06
0.202559,-3.89997e-06
0.200033,-3.7776e-06
0.197538,-3.65985e-06
0.195074,-3.54652e-06
0.192641,-3.4374e-06
0.190238,-3.33228e-06
0.187865,-3.231e-06
0.185522,-3.13332e-06
0.183208,-3.03899e-06
0.180923,-2.94786e-06
0.178667,-2.85976e-06
0.176438,-2.77457e-06
0.174238,-2.69216e-06
0.172064,-2.61243e-06
0.169918,-2.53528e-06
0.167799,-2.4606e-06
0.165706,-2.38832e-06
0.163639,-2.31834e-06
0.161598,-2.25058e-06
0.159583,-2.18497e-06
0.157592,-2.12142e-06
0.155627,-2.05988e-06
0.153686,-2.00026e-06
0.151769,-1.94249e-06
0.149876,-1.88651e-06
0.148007,-1.83227e-06
0.146161,-1.77971e-06
0.144338,-1.72878e-06
0.142537,-1.67943e-06
0.14076,-1.6316e-06
0.139004,-1.58524e-06
0.13727,-1.54031e-06
0.135558,-1.49676e-06
0.133867,-1.45454e-06
0.132198,-1.41361e-06
0.130549,-1.37392e-06
0.128921,-1.33544e-06
0.127313,-1.29813e-06
0.125725,-1.26194e-06
0.124157,-1.22685e-06
0.122608,-1.19281e-06
0.121079,-1.1598e-06
0.119569,-1.12778e-06
0.118077,-1.09669e-06
0.116605,-1.06649e-06
0.11515,-1.03713e-06
0.113714,-1.00859e-06
0.112296,-9.80833e-07
0.110895,-9.53843e-07
0.109512,-9.27597e-07
0.108146,-9.02075e-07
0.106797,-8.77258e-07
0.105465,-8.53128e-07
0.10415,-8.29666e-07
0.102851,-8.06855e-07
0.101568,-7.84679e-07
0.100301,-7.6312e-07
0.0990501,-7.42164e-07
8.50227,-3.0992
8.4968,-0.776287
8.50228,-2.02663
8.49414,-1.04145
8.49191,-1.45304
8.48133,-1.03926
8.47179,-1.13122
8.45747,-0.916412
8.4425,-0.910107
8.4247,-0.779454
8.40594,-0.742972
8.38547,-0.655285
8.36414,-0.611387
8.34175,-0.54765
8.3187,-0.505272
8.29499,-0.456306
8.27081,-0.418536
8.24622,-0.379604
8.22131,-0.347115
8.19615,-0.31554
8.17078,-0.288071
8.14526,-0.26218
8.11962,-0.239155
8.09389,-0.217798
8.06809,-0.198584
8.04225,-0.180911
8.01638,-0.164913
7.9905,-0.150263
7.96462,-0.13696
7.93875,-0.124806
7.91289,-0.11375
7.88705,-0.103661
7.86124,-0.0944751
7.83546,-0.0860981
7.80971,-0.0784679
7.78401,-0.0715117
7.75834,-0.0651739
7.73271,-0.0593969
7.70713,-0.0541328
7.6816,-0.0493349
7.6561,-0.0449627
7.63066,-0.0409779
7.60526,-0.0373465
7.57991,-0.0340369
7.55461,-0.0310207
7.52936,-0.0282718
7.50416,-0.0257666
7.47901,-0.0234835
7.4539,-0.0214027
7.42885,-0.0195063
7.40384,-0.017778
7.37889,-0.0162029
7.35398,-0.0147674
7.32913,-0.0134591
7.30432,-0.0122667
7.27956,-0.01118
7.25486,-0.0101896
7.2302,-0.009287
7.20559,-0.00846434
7.18103,-0.00771458
7.15652,-0.00703125
7.13206,-0.00640846
7.10765,-0.00584086
7.08329,-0.00532354
7.05897,-0.00485205
7.03471,-0.00442234
7.01049,-0.00403069
6.98633,-0.00367374
6.96221,-0.00334841
6.93814,-0.0030519
6.91412,-0.00278165
6.89014,-0.00253534
6.86622,-0.00231085
6.84234,-0.00210624
6.81851,-0.00191976
6.79473,-0.00174979
6.771,-0.00159487
6.74731,-0.00145368
6.72368,-0.00132498
6.70009,-0.00120769
6.67654,-0.00110078
6.65305,-0.00100334
6.6296,-0.000914526
6.6062,-0.000833577
6.58285,-0.000759796
6.55954,-0.000692547
6.53628,-0.000631253
6.51307,-0.000575385
6.4899,-0.000524463
6.46678,-0.00047805
6.44371,-0.000435745
6.42068,-0.000397186
6.3977,-0.000362039
6.37477,-0.000330004
6.35188,-0.000300805
6.32904,-0.00027419
6.30624,-0.00024993
6.28349,-0.000227818
6.26079,-0.000207663
6.23813,-0.000189292
6.21551,-0.000172546
6.19295,-0.000156939
6.17042,-0.000141788
6.14795,-0.00012775
6.12552,-0.000114412
6.10313,-0.000101963
6.08079,-9.02516e-05
6.05849,-7.92894e-05
6.03624,-6.9005e-05
6.01404,-5.93671e-05
5.99187,-5.03271e-05
5.96976,-4.18472e-05
5.94768,-3.38881e-05
5.92566,-2.64139e-05
5.90367,-1.93911e-05
5.88173,-1.27889e-05
5.85984,-6.57823e-06
5.83799,-7.32471e-07
5.81618,4.77301e-06
5.79442,9.96083e-06
5.7727,1.46922e-05
5.75102,1.87279e-05
5.72939,2.23458e-05
5.7078,2.55584e-05
5.68626,2.84797e-05
5.66475,3.11464e-05
5.64329,3.36134e-05
5.62188,3.59097e-05
5.60051,3.80642e-05
5.57918,4.00994e-05
5.55789,4.20322e-05
5.53665,4.39258e-05
5.51545,4.60825e-05
5.49429,4.84885e-05
5.47317,5.09718e-05
5.4521,5.34994e-05
5.43107,5.59964e-05
5.41008,5.84319e-05
5.38914,6.07748e-05
5.36823,6.30097e-05
5.34737,6.51244e-05
5.32655,6.7113e-05
5.30577,6.90128e-05
5.28504,7.08042e-05
5.26434,7.24869e-05
5.24369,7.40543e-05
5.22308,7.55055e-05
5.20251,7.68389e-05
5.18198,7.80552e-05
5.16149,7.91567e-05
5.14105,8.01434e-05
5.12064,8.10174e-05
5.10028,8.17803e-05
5.07996,8.24345e-05
5.05968,8.29822e-05
5.03943,8.34127e-05
5.01923,8.36941e-05
4.99907,8.38741e-05
4.97895,8.39479e-05
4.95888,8.39313e-05
4.93884,8.38254e-05
4.91884,8.36366e-05
4.89888,8.3367e-05
4.87896,8.30201e-05
4.85909,8.25978e-05
4.83925,8.21028e-05
4.81945,8.15369e-05
4.79969,8.0902e-05
4.77997,8.01999e-05
4.7603,7.94323e-05
4.74066,7.86008e-05
4.72106,7.7707e-05
4.7015,7.67522e-05
4.68198,7.5738e-05
4.66249,7.4666e-05
4.64305,7.35373e-05
4.62365,7.23531e-05
4.60428,7.11148e-05
4.58496,6.9824e-05
4.56567,6.84811e-05
4.54643,6.70875e-05
4.52722,6.5632e-05
4.50805,6.40981e-05
4.48891,6.25002e-05
4.46982,6.08277e-05
4.45077,5.90944e-05
4.43175,5.72988e-05
4.41277,5.54382e-05
4.39383,5.352e-05
4.37493,5.15421e-05
4.35607,4.95075e-05
4.33724,4.74487e-05
4.31845,4.53816e-05
4.2997,4.33244e-05
4.28099,4.12889e-05
4.26231,3.92861e-05
4.24368,3.73244e-05
4.22508,3.54293e-05
4.20651,3.36178e-05
4.18799,3.18559e-05
4.1695,3.01676e-05
4.15105,2.85461e-05
4.13264,2.69978e-05
4.11426,2.55192e-05
4.09592,2.41106e-05
4.07762,2.27694e-05
4.05935,2.14937e-05
4.04112,2.02766e-05
4.02293,1.90703e-05
4.00478,1.79201e-05
3.98666,1.68122e-05
3.96857,1.57593e-05
3.95053,1.47562e-05
3.93252,1.38053e-05
3.91454,1.29033e-05
3.89661,1.20494e-05
3.8787,1.12409e-05
3.86084,1.04759e-05
3.84301,9.75269e-06
3.82522,9.06851e-06
3.80746,8.42093e-06
3.78974,7.80755e-06
3.77205,7.22621e-06
3.7544,6.67488e-06
3.73678,6.15168e-06
3.7192,5.65489e-06
3.70166,5.18293e-06
3.68415,4.7343e-06
3.66668,4.30766e-06
3.64924,3.90173e-06
3.63183,3.51534e-06
3.61446,3.14737e-06
3.59713,2.79682e-06
3.57983,2.4627e-06
3.56257,2.14413e-06
3.54534,1.84026e-06
3.52814,1.56234e-06
3.51098,1.31249e-06
3.49386,1.08173e-06
3.47677,8.68912e-07
3.45971,6.69806e-07
3.44269,5.43089e-07
3.4257,4.96037e-07
3.40875,4.98978e-07
3.39183,5.47008e-07
3.37494,6.25e-07
3.35809,7.26791e-07
3.34127,8.43949e-07
3.32449,9.71659e-07
3.30774,1.10503e-06
3.29102,1.24083e-06
3.27434,1.37411e-06
3.25769,1.48088e-06
3.24107,1.60392e-06
3.22449,1.70562e-06
3.20794,1.79873e-06
3.19142,1.87476e-06
3.17494,1.93794e-06
3.15849,1.98586e-06
3.14208,2.0203e-06
3.12569,2.02887e-06
3.10934,2.00579e-06
3.09302,1.96068e-06
3.07674,1.89401e-06
3.06049,1.81092e-06
3.04427,1.71335e-06
3.02808,1.60455e-06
3.01193,1.4865e-06
2.99581,1.36142e-06
2.97972,1.23098e-06
2.96366,1.09678e-06
2.94764,9.60122e-07
2.93165,8.22159e-07
2.91569,6.83863e-07
2.89976,5.46076e-07
2.88386,4.09501e-07
2.868,2.74735e-07
2.85217,1.42275e-07
2.83637,1.2532e-08
2.8206,-1.14159e-07
2.80486,-2.37528e-07
2.78916,-3.57362e-07
2.77348,-4.73498e-07
2.75784,-5.85814e-07
2.74223,-6.94227e-07
2.72665,-7.98686e-07
2.71111,-8.99167e-07
2.69559,-9.95667e-07
2.68011,-1.08821e-06
2.66465,-1.17682e-06
2.64923,-1.26156e-06
2.63384,-1.32815e-06
2.61848,-1.37814e-06
2.60315,-1.4158e-06
2.58785,-1.44297e-06
2.57258,-1.4622e-06
2.55734,-1.47502e-06
2.54214,-1.48304e-06
2.52696,-1.48737e-06
2.51182,-1.48905e-06
2.4967,-1.48884e-06
2.48162,-1.48739e-06
2.46656,-1.4852e-06
2.45154,-1.48267e-06
2.43654,-1.4801e-06
2.42158,-1.47773e-06
2.40665,-1.47571e-06
2.39174,-1.47418e-06
2.37687,-1.47319e-06
2.36203,-1.47281e-06
2.34721,-1.47321e-06
2.33243,-1.47454e-06
2.31767,-1.47675e-06
2.30295,-1.47978e-06
2.28826,-1.48353e-06
2.27359,-1.48791e-06
2.25895,-1.49282e-06
2.24435,-1.49817e-06
2.22977,-1.50387e-06
2.21522,-1.50984e-06
2.20071,-1.51601e-06
2.18622,-1.52232e-06
2.17176,-1.5287e-06
2.15733,-1.5351e-06
2.14292,-1.54147e-06
2.12855,-1.54776e-06
2.11421,-1.55395e-06
2.09989,-1.55998e-06
2.08561,-1.56583e-06
2.07135,-1.57147e-06
2.05712,-1.57688e-06
2.04292,-1.58202e-06
2.02875,-1.58689e-06
2.01461,-1.59146e-06
2.00049,-1.59573e-06
1.9864,-1.59967e-06
1.97235,-1.60327e-06
1.95832,-1.60654e-06
1.94432,-1.60945e-06
1.93034,-1.612e-06
1.9164,-1.61419e-06
1.90248,-1.61602e-06
1.88859,-1.61747e-06
1.87473,-1.61855e-06
1.8609,-1.61926e-06
1.84709,-1.63889e-06
1.83332,-1.67067e-06
1.81957,-1.69677e-06
1.80584,-1.71216e-06
1.79215,-1.72266e-06
1.77848,-1.67906e-06
1.76484,-1.61504e-06
1.75123,-1.52538e-06
1.73765,-1.42497e-06
1.72409,-1.31414e-06
1.71056,-1.19984e-06
1.69706,-1.08341e-06
1.68358,-9.68169e-07
1.67013,-8.62329e-07
1.65671,-7.6419e-07
1.64332,-6.77213e-07
1.62995,-6.06265e-07
1.61661,-5.45511e-07
1.60329,-4.95696e-07
1.59001,-4.53872e-07
1.57675,-4.19575e-07
1.56351,-3.91123e-07
1.55031,-3.67813e-07
1.53713,-3.48583e-07
1.52397,-3.3279e-07
1.51084,-3.19719e-07
1.49774,-2.83874e-07
1.48467,-2.43571e-07
1.47162,-1.99968e-07
1.4586,-1.5847e-07
1.4456,-1.1869e-07
1.43263,-8.2031e-08
1.41969,-4.79482e-08
1.40677,-1.66429e-08
1.39388,1.23283e-08
1.38102,3.90937e-08
1.36818,6.39848e-08
1.35536,8.71937e-08
1.34257,1.08967e-07
1.32981,1.29486e-07
1.31707,1.48936e-07
1.30436,1.67468e-07
1.29168,1.85226e-07
1.27902,2.0233e-07
1.26638,2.18893e-07
1.25377,2.3501e-07
1.24119,2.50768e-07
1.22863,2.66244e-07
1.2161,2.81506e-07
1.20359,2.96614e-07
1.19111,3.11623e-07
1.17865,3.2658e-07
1.16622,3.55854e-07
1.15381,3.89805e-07
1.14143,4.31982e-07
1.12907,4.78148e-07
1.11674,5.29028e-07
1.10443,5.8254e-07
1.09215,6.38504e-07
1.07989,6.95763e-07
1.06766,7.53915e-07
1.05545,8.12246e-07
1.04326,8.70365e-07
1.0311,9.278e-07
1.01897,9.84235e-07
1.00686,1.03936e-06
0.994768,1.09293e-06
0.982718,8.57118e-05
0.970733,2.2356e-05
0.958831,5.77241e-05
0.947029,2.81915e-05
0.935336,4.22036e-05
0.92376,2.78099e-05
0.912307,3.26798e-05
0.90098,2.51683e-05
0.889782,2.6226e-05
0.878714,2.19303e-05
0.867777,2.14856e-05
0.856971,1.87632e-05
0.846296,1.78039e-05
0.83575,1.59071e-05
0.825334,1.48442e-05
0.815045,1.34226e-05
0.804884,1.2417e-05
0.794848,1.12987e-05
0.784937,1.04046e-05
0.775149,9.49881e-06
0.765482,8.72628e-06
0.755936,7.98038e-06
0.746508,7.32218e-06
0.737198,6.70236e-06
0.728003,6.14554e-06
0.718924,5.628e-06
0.709957,5.15867e-06
0.701102,4.7254e-06
0.692358,4.33056e-06
0.683723,3.96736e-06
0.675195,3.63552e-06
0.666774,3.33084e-06
0.658457,3.05209e-06
0.650245,2.79641e-06
0.642134,2.56231e-06
0.634125,2.3477e-06
0.626216,2.15114e-06
0.618406,1.97099e-06
0.610693,1.80596e-06
0.603076,1.65472e-06
0.595554,1.51617e-06
0.588126,1.3892e-06
0.58079,1.27288e-06
0.573546,1.16629e-06
0.566393,1.06863e-06
