position_error,angular_error
0.329987,2.16075e-09
0.325871,1.97561e-09
0.321807,1.80608e-09
0.317793,1.65084e-09
0.313829,1.50869e-09
0.309915,1.37854e-09
0.306049,1.25938e-09
0.302232,1.15029e-09
0.298463,1.05042e-09
0.29474,9.58997e-10
0.291064,8.75314e-10
0.287434,7.98717e-10
0.283849,7.28617e-10
0.280308,6.64461e-10
0.276812,6.05754e-10
0.273359,5.52034e-10
0.26995,5.02887e-10
0.266583,4.57925e-10
0.263258,4.16798e-10
0.259974,3.79179e-10
0.256732,3.44779e-10
0.25353,3.13322e-10
0.250368,2.84561e-10
0.247245,2.58268e-10
0.244161,2.34238e-10
0.241116,2.12279e-10
0.238108,1.92214e-10
0.235139,1.73884e-10
0.232206,1.57149e-10
0.22931,1.4187e-10
0.22645,1.27919e-10
0.223625,1.15185e-10
0.220836,1.0357e-10
0.218082,9.29739e-11
0.215362,8.33116e-11
0.212675,7.4502e-11
0.210023,6.64748e-11
0.207403,5.91636e-11
0.204816,5.25098e-11
0.202262,4.64513e-11
0.199739,4.09435e-11
0.197248,3.59346e-11
0.194788,3.13845e-11
0.192358,2.72509e-11
0.189959,2.35023e-11
0.18759,2.01021e-11
0.18525,1.70224e-11
0.182939,1.42311e-11
0.180658,1.1708e-11
0.178404,9.42935e-12
0.176179,7.37299e-12
0.173982,5.5207e-12
0.171812,3.85048e-12
0.169669,2.35478e-12
0.167553,1.00675e-12
0.165463,-1.96287e-13
0.163399,-1.27143e-12
0.161361,-2.23266e-12
0.159348,-3.08331e-12
0.157361,-3.84359e-12
0.155398,-4.51061e-12
0.15346,-5.10036e-12
0.151546,-5.61373e-12
0.149656,-6.06293e-12
0.147789,-6.44973e-12
0.145946,-6.78768e-12
0.144126,-7.07012e-12
0.142328,-7.31082e-12
0.140553,-7.51288e-12
0.1388,-7.67675e-12
0.137069,-7.80864e-12
0.135359,-7.90612e-12
0.133671,-7.98384e-12
0.132003,-8.02736e-12
0.130357,-8.058e-12
0.128731,-8.06377e-12
0.127126,-8.05578e-12
0.12554,-8.02869e-12
0.123974,-7.98916e-12
0.122428,-7.93765e-12
0.120901,-7.87637e-12
0.119393,-7.80886e-12
0.117904,-7.72937e-12
0.116433,-7.645e-12
0.114981,-7.55285e-12
0.113547,-7.45293e-12
0.112131,-7.34768e-12
0.110732,-7.2371e-12
0.109351,-7.12519e-12
0.107987,-7.01172e-12
0.10664,-6.89448e-12
0.10531,-6.77991e-12
0.103997,-6.65734e-12
0.1027,-6.5381e-12
0.101419,-6.41265e-12
0.100154,-6.29807e-12
0.0989045,-6.17173e-12
8.386,-3.0346
8.38048,-0.759276
8.38577,-2.01192
8.37747,-1.02651
8.37545,-1.46396
8.36496,-1.04021
8.35568,-1.14073
8.34162,-0.925202
8.32692,-0.917929
8.30942,-0.788133
8.29093,-0.750002
8.27075,-0.66306
8.24969,-0.617874
8.22759,-0.554488
8.20481,-0.511211
8.18137,-0.462294
8.15745,-0.423899
8.13312,-0.384848
8.10847,-0.351902
8.08355,-0.320133
8.05844,-0.292311
8.03316,-0.266202
8.00776,-0.24289
7.98227,-0.221318
7.95671,-0.201863
7.9311,-0.183989
7.90547,-0.167784
7.87982,-0.152952
7.85417,-0.139468
7.82852,-0.127149
7.80289,-0.115929
7.77728,-0.105691
7.75169,-0.0963615
7.72614,-0.0878505
7.70061,-0.0800911
7.67513,-0.0730131
7.64968,-0.0665583
7.62428,-0.0606698
7.59891,-0.0552983
7.5736,-0.0503972
7.54832,-0.0459307
7.5231,-0.0418593
7.49792,-0.0381494
7.47279,-0.0347681
7.4477,-0.0316868
7.42266,-0.0288786
7.39768,-0.0263194
7.37274,-0.023987
7.34785,-0.0218614
7.32301,-0.0199243
7.29822,-0.0181588
7.27347,-0.0165499
7.24878,-0.0150835
7.22413,-0.0137472
7.19954,-0.0125292
7.17499,-0.0114192
7.1505,-0.0104076
7.12605,-0.00948566
7.10165,-0.0086454
7.0773,-0.0078796
7.053,-0.00718166
7.02875,-0.00654556
7.00454,-0.00596583
6.98039,-0.00543747
6.95628,-0.00495592
6.93222,-0.00451703
6.90822,-0.00411703
6.88425,-0.00375246
6.86034,-0.0034202
6.83648,-0.00311736
6.81266,-0.00284136
6.78889,-0.0025898
6.76517,-0.00236052
6.7415,-0.00215156
6.71787,-0.0019611
6.69429,-0.00178751
6.67076,-0.0016293
6.64728,-0.0014851
6.62384,-0.00135367
6.60045,-0.00123386
6.57711,-0.00112467
6.55381,-0.00102515
6.53057,-0.000934434
6.50736,-0.000851754
6.48421,-0.000776394
6.4611,-0.000707706
6.43804,-0.000645099
6.41502,-0.000588035
6.39206,-0.000536022
6.36913,-0.000488614
6.34626,-0.000445402
6.32343,-0.000406016
6.30064,-0.000374389
6.2779,-0.000346907
6.25521,-0.000324806
6.23256,-0.000306256
6.20996,-0.000291524
6.1874,-0.000279592
6.16489,-0.00027036
6.14243,-0.000263201
6.12001,-0.000257895
6.09763,-0.000254014
6.0753,-0.000251323
6.05302,-0.000249508
6.03078,-0.000248352
6.00858,-0.000247614
5.98643,-0.000247106
5.96432,-0.000246641
5.94226,-0.000246062
5.92024,-0.000245216
5.89827,-0.000243977
5.87634,-0.000241383
5.85446,-0.000237464
5.83261,-0.000232198
5.81082,-0.000225598
5.78906,-0.000217659
5.76736,-0.00021391
5.74569,-0.000210613
5.72407,-0.000209555
5.70249,-0.000208985
5.68095,-0.000209513
5.65946,-0.000210262
5.63802,-0.00021137
5.61661,-0.000212362
5.59525,-0.000214487
5.57393,-0.000218938
5.55265,-0.000224919
5.53142,-0.000232614
5.51023,-0.00024154
5.48908,-0.000251685
5.46798,-0.000262758
5.44692,-0.000274679
5.4259,-0.000287255
5.40492,-0.000300388
5.38398,-0.000313941
5.36309,-0.000327822
5.34224,-0.000341925
5.32143,-0.000356169
5.30066,-0.000370471
5.27994,-0.000384763
5.25925,-0.000398981
5.23861,-0.000413067
5.21801,-0.000426969
5.19745,-0.000440642
5.17693,-0.000454042
5.15645,-0.000467133
5.13602,-0.000479882
5.11562,-0.000492258
5.09527,-0.000504234
5.07496,-0.000515789
5.05469,-0.000526902
5.03446,-0.000537552
5.01427,-0.000547725
4.99412,-0.000557408
4.97401,-0.000566586
4.95394,-0.000575251
4.93391,-0.000583393
4.91392,-0.000591005
4.89398,-0.00059808
4.87407,-0.000604615
4.8542,-0.000610604
4.83437,-0.000616045
4.81459,-0.000620936
4.79484,-0.000625276
4.77513,-0.000629063
4.75546,-0.000632299
4.73583,-0.000634984
4.71624,-0.000637118
4.69669,-0.000638704
4.67718,-0.000639744
4.65771,-0.00064024
4.63828,-0.000640196
4.61888,-0.000639613
4.59953,-0.000638496
4.58021,-0.000636848
4.56094,-0.000634674
4.5417,-0.000631971
4.5225,-0.000628753
4.50334,-0.000625018
4.48422,-0.000620774
4.46513,-0.000616023
4.44609,-0.00061061
4.42708,-0.000603904
4.40811,-0.000596267
4.38918,-0.000587519
4.37029,-0.000577844
4.35144,-0.000567187
4.33262,-0.000555642
4.31384,-0.000543203
4.2951,-0.000529925
4.2764,-0.00051582
4.25773,-0.000500925
4.2391,-0.000485257
4.22051,-0.000468844
4.20196,-0.000451706
4.18344,-0.000433863
4.16496,-0.000415335
4.14652,-0.000396141
4.12812,-0.000376295
4.10975,-0.000355816
4.09142,-0.000334717
4.07313,-0.000313015
4.05487,-0.000290724
4.03665,-0.00026786
4.01847,-0.000244456
4.00032,-0.000223144
3.98221,-0.000203443
3.96414,-0.00018562
3.9461,-0.000169269
3.9281,-0.000154422
3.91013,-0.000140841
3.8922,-0.000128482
3.87431,-0.000117194
3.85646,-0.000106911
3.83863,-9.75262e-05
3.82085,-8.89728e-05
3.8031,-8.11692e-05
3.78539,-7.40547e-05
3.76771,-6.7565e-05
3.75007,-6.16475e-05
3.73246,-5.62502e-05
3.71489,-5.13285e-05
3.69735,-4.68396e-05
3.67985,-4.2746e-05
3.66239,-3.90125e-05
3.64496,-3.56077e-05
3.62756,-3.25024e-05
3.6102,-2.96705e-05
3.59288,-2.70879e-05
3.57559,-2.4731e-05
3.55833,-2.25809e-05
3.54111,-2.062e-05
3.52392,-1.88312e-05
3.50677,-1.71989e-05
3.48966,-1.57107e-05
3.47257,-1.43532e-05
3.45552,-1.31152e-05
3.43851,-1.19861e-05
3.42153,-1.09564e-05
3.40459,-1.00174e-05
3.38767,-9.16102e-06
3.3708,-8.38009e-06
3.35395,-7.66798e-06
3.33714,-7.01864e-06
3.32037,-6.4269e-06
3.30363,-5.88782e-06
3.28692,-5.39655e-06
3.27024,-4.94965e-06
3.2536,-4.54175e-06
3.23699,-4.16815e-06
3.22042,-3.82877e-06
3.20388,-3.51902e-06
3.18737,-3.23741e-06
3.1709,-2.98502e-06
3.15446,-2.75329e-06
3.13805,-2.54456e-06
3.12167,-2.35744e-06
3.10533,-2.18537e-06
3.08902,-2.0299e-06
3.07274,-1.88772e-06
3.0565,-1.75886e-06
3.04029,-1.64139e-06
3.02411,-1.53481e-06
3.00797,-1.43786e-06
2.99185,-1.34959e-06
2.97577,-1.2715e-06
2.95972,-1.20072e-06
2.94371,-1.13618e-06
2.92772,-1.07747e-06
2.91177,-1.02398e-06
2.89585,-9.75319e-07
2.87996,-9.31234e-07
2.86411,-8.92043e-07
2.84828,-8.55916e-07
2.83249,-8.23448e-07
2.81673,-7.93761e-07
2.801,-7.66979e-07
2.7853,-7.42616e-07
2.76964,-7.20616e-07
2.75401,-7.00677e-07
2.7384,-6.82689e-07
2.72283,-6.66443e-07
2.70729,-6.51818e-07
2.69178,-6.38661e-07
2.67631,-6.26859e-07
2.66086,-6.16293e-07
2.64545,-6.06864e-07
2.63006,-5.98478e-07
2.61471,-5.9105e-07
2.59939,-5.84503e-07
2.5841,-5.78768e-07
2.56884,-5.73454e-07
2.55361,-5.6897e-07
2.53841,-5.65081e-07
2.52324,-5.61896e-07
2.5081,-5.59299e-07
2.49299,-5.57082e-07
2.47791,-5.5542e-07
2.46287,-5.5407e-07
2.44785,-5.53846e-07
2.43287,-5.54559e-07
2.41791,-5.55191e-07
2.40298,-5.56341e-07
2.38809,-5.57531e-07
2.37322,-5.5905e-07
2.35838,-5.60577e-07
2.34358,-5.62462e-07
2.3288,-5.65662e-07
2.31405,-5.72346e-07
2.29934,-5.76603e-07
2.28465,-5.81864e-07
2.26999,-5.85929e-07
2.25536,-5.89733e-07
2.24076,-5.93277e-07
2.22619,-5.96648e-07
2.21165,-5.99843e-07
2.19714,-6.02913e-07
2.18266,-6.1027e-07
2.16821,-6.15382e-07
2.15379,-6.20932e-07
2.13939,-6.25006e-07
2.12502,-6.28351e-07
2.11069,-6.3123e-07
2.09638,-6.33579e-07
2.0821,-6.35826e-07
2.06785,-6.37635e-07
2.05363,-6.39069e-07
2.03944,-6.40139e-07
2.02527,-6.40894e-07
2.01114,-6.41354e-07
1.99703,-6.41554e-07
1.98295,-6.41513e-07
1.9689,-6.41258e-07
1.95487,-6.40831e-07
1.94088,-6.40222e-07
1.92691,-6.39465e-07
1.91298,-6.38564e-07
1.89907,-6.3754e-07
1.88518,-6.36402e-07
1.87133,-6.35267e-07
1.8575,-6.33958e-07
1.84371,-6.32554e-07
1.82993,-6.31018e-07
1.81619,-6.29351e-07
1.80248,-6.27595e-07
1.78879,-6.25747e-07
1.77513,-6.23826e-07
1.7615,-6.21835e-07
1.74789,-6.19711e-07
1.73431,-6.17077e-07
1.72076,-6.14718e-07
1.70724,-6.12151e-07
1.69374,-6.09697e-07
1.68027,-6.07153e-07
1.66683,-6.04657e-07
1.65342,-6.02123e-07
1.64003,-5.99611e-07
1.62667,-5.97087e-07
1.61333,-5.94576e-07
1.60003,-5.92023e-07
1.58675,-5.89516e-07
1.57349,-5.87004e-07
1.56027,-5.84521e-07
1.54707,-5.82045e-07
1.53389,-5.79593e-07
1.52074,-5.77154e-07
1.50762,-5.74735e-07
1.49453,-5.72333e-07
1.48146,-5.69951e-07
1.46842,-5.67587e-07
1.4554,-5.65243e-07
1.44241,-5.62917e-07
1.42945,-5.60612e-07
1.41651,-5.58326e-07
1.4036,-5.5606e-07
1.39072,-5.53815e-07
1.37786,-5.51589e-07
1.36502,-5.4975e-07
1.35222,-5.47781e-07
1.33944,-5.45901e-07
1.32668,-5.43965e-07
1.31395,-5.42069e-07
1.30124,-5.40016e-07
1.28857,-5.37305e-07
1.27591,-5.35087e-07
1.26328,-5.29804e-07
1.25068,-5.23883e-07
1.2381,-5.18419e-07
1.22555,-5.12925e-07
1.21302,-5.07728e-07
1.20052,-5.02606e-07
1.18805,-4.97694e-07
1.17559,-4.92894e-07
1.16317,-4.84269e-07
1.15077,-4.77256e-07
1.13839,-4.69395e-07
1.12604,-4.61285e-07
1.11371,-4.49117e-07
1.10141,-4.39513e-07
1.08913,-4.28701e-07
1.07688,-4.1921e-07
1.06465,-4.0939e-07
1.05245,-4.00311e-07
1.04027,-3.91263e-07
1.02812,-3.82698e-07
1.01599,-3.7431e-07
1.00388,-3.66286e-07
0.991802,-3.57787e-07
0.979766,-3.01296e-06
0.9678,-1.15149e-05
0.955921,-2.09071e-05
0.944145,-3.14078e-05
0.93248,-4.07047e-05
0.920934,-4.87965e-05
0.909512,-5.49661e-05
0.898216,-5.9351e-05
0.88705,-6.18797e-05
0.876014,-6.28802e-05
0.865109,-6.25382e-05
0.854335,-6.11626e-05
0.843692,-5.89803e-05
0.833178,-5.61986e-05
0.822793,-5.30017e-05
0.812536,-4.95818e-05
0.802406,-4.60603e-05
0.792401,-4.25449e-05
0.78252,-3.91038e-05
0.772762,-3.57903e-05
0.763125,-3.2636e-05
0.753608,-2.9692e-05
0.744209,-2.68998e-05
0.734928,-2.43153e-05
0.725762,-2.19078e-05
0.71671,-1.9692e-05
0.707771,-1.76484e-05
0.698943,-1.57755e-05
0.690226,-1.40588e-05
0.681617,-1.24913e-05
0.673116,-1.10608e-05
0.66472,-9.7588e-06
0.65643,-8.57496e-06
0.648242,-7.50077e-06
0.640157,-6.52737e-06
0.632173,-5.65614e-06
0.624288,-4.88313e-06
0.616501,-4.18191e-06
0.608812,-3.55295e-06
0.601219,-2.98439e-06
0.59372,-2.47447e-06
0.586315,-2.01609e-06
0.579002,-1.60632e-06
0.57178,-1.23966e-06
0.564649,-9.12925e-07
0.557606,-6.22247e-07
0.550651,-3.64744e-07
0.543783,-1.37333e-07
0.537001,6.25459e-08
0.530303,2.3744e-07
0.523689,3.88196e-07
0.517157,5.20947e-07
0.510707,6.33604e-07
0.504337,7.64883e-07
0.498047,8.61301e-07
0.491835,9.52176e-07
0.4857,1.01926e-06
0.479642,1.07692e-06
0.47366,1.11833e-06
0.467752,1.15044e-06
0.461918,1.17095e-06
0.456157,1.18343e-06
0.450467,1.18801e-06
0.444849,1.18677e-06
0.4393,1.1798e-06
0.433821,1.16828e-06
0.42841,1.15254e-06
0.423067,1.13337e-06
0.41779,1.11116e-06
0.412579,1.08646e-06
0.407433,1.05964e-06
0.402352,1.03113e-06
0.397333,1.00125e-06
0.392377,9.70319e-07
0.387483,9.38599e-07
0.382651,9.06345e-07
0.377878,8.73722e-07
0.373165,8.40938e-07
0.36851,8.08162e-07
0.363914,7.76162e-07
0.359375,7.44956e-07
0.354893,7.14605e-07
0.350466,6.85093e-07
0.346095,6.56445e-07
0.341778,6.28653e-07
0.337516,6.01723e-07
0.333306,5.7565e-07
0.329149,5.5043e-07
0.325043,5.26055e-07
0.320989,5.02517e-07
0.316986,4.79804e-07
0.313032,4.57904e-07
0.309128,4.36804e-07
0.305272,4.1676e-07
0.301465,3.98325e-07
0.297705,3.80999e-07
0.293991,3.64944e-07
0.290325,3.49895e-07
0.286703,3.35883e-07
0.283128,3.22754e-07
0.279596,3.10489e-07
0.276109,2.98988e-07
0.272665,2.88215e-07
0.269264,2.781e-07
0.265906,2.68531e-07
0.262589,2.59496e-07
0.259314,2.50937e-07
0.25608,2.42833e-07
0.252886,2.35143e-07
0.249732,2.27845e-07
0.246617,2.20906e-07
0.243541,2.14305e-07
0.240503,2.08018e-07
0.237504,2.02023e-07
0.234541,1.96302e-07
0.231616,1.90836e-07
0.228727,1.8561e-07
0.225874,1.80607e-07
0.223057,1.75814e-07
0.220275,1.71219e-07
0.217528,1.66808e-07
0.214815,1.62571e-07
0.212135,1.58498e-07
0.209489,1.54579e-07
0.206876,1.50806e-07
0.204296,1.47171e-07
0.201748,1.43665e-07
0.199232,1.40283e-07
0.196747,1.37017e-07
0.194293,1.33861e-07
0.19187,1.30811e-07
0.189476,1.27861e-07
0.187113,1.25005e-07
0.184779,1.2224e-07
0.182475,1.19561e-07
0.180199,1.16965e-07
0.177951,1.14444e-07
0.175732,1.1196e-07
0.17354,1.09536e-07
0.171375,1.07155e-07
0.169238,1.0486e-07
0.167127,1.02627e-07
0.165043,1.00421e-07
0.162984,9.82628e-08
0.160951,9.61388e-08
0.158944,9.40582e-08
0.156961,9.20147e-08
0.155004,9.00124e-08
0.15307,8.80483e-08
0.151161,8.6124e-08
0.149276,8.4238e-08
0.147414,8.23908e-08
0.145575,8.05814e-08
0.14376,7.88098e-08
0.141966,7.70753e-08
0.140196,7.53776e-08
0.138447,7.37161e-08
0.13672,7.20902e-08
0.135015,7.04993e-08
0.133331,6.89434e-08
0.131668,6.74217e-08
0.130026,6.59338e-08
0.128404,6.4479e-08
0.126803,6.30568e-08
0.125221,6.16664e-08
0.123659,6.03073e-08
0.122117,5.8979e-08
0.120594,5.76807e-08
0.11909,5.64119e-08
0.117604,5.5172e-08
0.116137,5.39605e-08
0.114689,5.27769e-08
0.113258,5.16205e-08
0.111846,5.04909e-08
0.110451,4.93873e-08
0.109073,4.83092e-08
0.107713,4.72561e-08
0.106369,4.62275e-08
0.105043,4.52227e-08
0.103733,4.42413e-08
0.102439,4.32827e-08
0.101161,4.23464e-08
0.0998993,4.14319e-08
8.38456,-3.09921
8.37911,-0.775726
8.38475,-2.04454
8.37754,-1.10211
8.37616,-1.498
8.36681,-1.10157
8.35827,-1.17666
8.34497,-0.964706
8.3309,-0.949619
8.31395,-0.818574
8.29593,-0.776545
8.27614,-0.687236
8.25541,-0.639598
8.23357,-0.573951
8.21102,-0.528847
8.18776,-0.47805
8.16399,-0.43818
8.13977,-0.39762
8.11522,-0.36346
8.09038,-0.330487
8.06533,-0.301661
8.04009,-0.274589
8.01473,-0.250451
7.98926,-0.228104
7.96373,-0.207971
7.93813,-0.189471
7.91251,-0.172714
7.88686,-0.157375
7.86121,-0.143442
7.83556,-0.130715
7.80992,-0.119135
7.78431,-0.10857
7.75871,-0.0989501
7.73315,-0.0901775
7.70762,-0.0821864
7.68212,-0.0749013
7.65666,-0.0682637
7.63125,-0.0622135
7.60587,-0.0567004
7.58054,-0.0516755
7.55526,-0.0470963
7.53002,-0.0429228
7.50482,-0.0391194
7.47968,-0.0356531
7.45458,-0.032494
7.42953,-0.0296149
7.40453,-0.026991
7.37958,-0.0245996
7.35467,-0.0224201
7.32982,-0.0204339
7.30501,-0.0186236
7.28026,-0.0169737
7.25555,-0.0154701
7.23089,-0.0140997
7.20628,-0.0128507
7.18173,-0.0117124
7.15721,-0.010675
7.13275,-0.00972944
7.10834,-0.00886769
7.08398,-0.00808229
7.05966,-0.00736647
7.0354,-0.00671407
7.01118,-0.00611946
6.98701,-0.00557753
6.96289,-0.00508361
6.93882,-0.00463344
6.9148,-0.00422315
6.89083,-0.0038492
6.8669,-0.00350837
6.84302,-0.00319773
6.81919,-0.0029146
6.79541,-0.00265655
6.77167,-0.00242136
6.74799,-0.00220699
6.72435,-0.00201161
6.70076,-0.00183353
6.67721,-0.00167122
6.65372,-0.00152328
6.63027,-0.00138845
6.60687,-0.00126555
6.58351,-0.00115353
6.5602,-0.00105143
6.53694,-0.000958377
6.51373,-0.000873557
6.49056,-0.000796247
6.46744,-0.000725782
6.44436,-0.000661554
6.42134,-0.000603012
6.39835,-0.000549653
6.37542,-0.000501017
6.35253,-0.000456685
6.32969,-0.000416278
6.30689,-0.000379447
6.28414,-0.000345876
6.26143,-0.000315277
6.23877,-0.000287385
6.21616,-0.000261962
6.19359,-0.000238242
6.17107,-0.000213515
6.14859,-0.000189669
6.12616,-0.000166213
6.10377,-0.000143733
6.08143,-0.000122125
6.05913,-0.00010154
6.03688,-8.19582e-05
6.01467,-6.33996e-05
5.9925,-4.58364e-05
5.97039,-2.92467e-05
5.94831,-1.35927e-05
5.92628,1.06582e-06
5.9043,1.48344e-05
5.88236,2.77433e-05
5.86046,3.98577e-05
5.83861,5.12233e-05
5.8168,6.18917e-05
5.79504,7.19073e-05
5.77331,8.13134e-05
5.75164,9.01496e-05
5.73,9.84525e-05
5.70841,0.000106256
5.68687,0.000113591
5.66537,0.000120486
5.64391,0.000126968
5.62249,0.00013308
5.60112,0.00013894
5.57979,0.000144474
5.5585,0.000149715
5.53725,0.000154544
5.51605,0.000159011
5.49489,0.000163155
5.47378,0.000167019
5.4527,0.000170634
5.43167,0.000174009
5.41068,0.000175701
5.38973,0.000175194
5.36883,0.000173135
5.34797,0.000169366
5.32714,0.000164256
5.30637,0.000157825
5.28563,0.000150277
5.26493,0.000141775
5.24428,0.000132523
5.22367,0.000122677
5.2031,0.000112391
5.18257,0.000101773
5.16208,9.09486e-05
5.14163,8.00298e-05
5.12123,6.91147e-05
5.10086,5.8288e-05
5.08054,4.76267e-05
5.06025,3.72007e-05
5.04001,2.70702e-05
5.01981,1.72886e-05
4.99965,7.90273e-06
4.97953,-1.04697e-06
4.95945,-9.52718e-06
4.93941,-1.7508e-05
4.91941,-2.49614e-05
4.89945,-3.18559e-05
4.87953,-3.8174e-05
4.85965,-4.38965e-05
4.83982,-4.90104e-05
4.82002,-5.35179e-05
4.80026,-5.61622e-05
4.78054,-5.62208e-05
4.76086,-5.44489e-05
4.74122,-5.05372e-05
4.72162,-4.48993e-05
4.70206,-3.75746e-05
4.68254,-2.8752e-05
4.66305,-1.85363e-05
4.64361,-7.06286e-06
4.62421,5.55719e-06
4.60484,1.92173e-05
4.58552,3.38132e-05
4.56623,4.92611e-05
4.54698,6.54494e-05
4.52777,8.24081e-05
4.5086,9.97096e-05
4.48947,0.00011722
4.47037,0.000134506
4.45132,0.0001515
4.4323,0.00016799
4.41332,0.000183886
4.39438,0.000199075
4.37548,0.000213485
4.35661,0.000227013
4.33779,0.00023966
4.319,0.000251388
4.30025,0.000262186
4.28153,0.000272055
4.26286,0.000281086
4.24422,0.000289301
4.22562,0.000296776
4.20705,0.000303543
4.18853,0.00030965
4.17004,0.000315124
4.15159,0.000319996
4.13317,0.000324288
4.1148,0.000328019
4.09646,0.000331204
4.07815,0.000333858
4.05989,0.000335991
4.04166,0.000337612
4.02346,0.00033873
4.00531,0.00033935
3.98719,0.00033948
3.9691,0.000339124
3.95106,0.000338286
3.93305,0.000336972
3.91507,0.000335173
3.89713,0.000332759
3.87923,0.000329871
3.86136,0.000326455
3.84353,0.000322587
3.82574,0.000318256
3.80798,0.000313487
3.79026,0.000308281
3.77257,0.000302648
3.75492,0.000296591
3.7373,0.000290116
3.71972,0.000283225
3.70218,0.000275921
3.68467,0.000268207
3.66719,0.000260082
3.64975,0.000251554
3.63235,0.000242617
3.61498,0.000233282
3.59764,0.000223561
3.58034,0.000213441
3.56308,0.000202973
3.54585,0.000192066
3.52865,0.000181148
3.51149,0.000170177
3.49436,0.000159411
3.47727,0.000148893
3.46021,0.000138742
3.44319,0.000128995
3.4262,0.000119705
3.40925,0.000110889
3.39233,0.000102559
3.37544,9.47003e-05
3.35859,8.7326e-05
3.34177,8.04222e-05
3.32498,7.39803e-05
3.30823,6.79821e-05
3.29151,6.24098e-05
3.27483,5.72424e-05
3.25818,5.24584e-05
3.24156,4.80357e-05
3.22498,4.39522e-05
3.20843,4.0186e-05
3.19191,3.6716e-05
3.17543,3.35217e-05
3.15898,3.05833e-05
3.14256,2.78823e-05
3.12618,2.54009e-05
3.10982,2.31268e-05
3.09351,2.104e-05
3.07722,1.9127e-05
3.06097,1.73731e-05
3.04475,1.57691e-05
3.02856,1.42996e-05
3.01241,1.29544e-05
2.99628,1.17222e-05
2.98019,1.05936e-05
2.96414,9.55251e-06
2.94811,8.57936e-06
2.93212,7.6814e-06
2.91616,6.84962e-06
2.90023,6.08322e-06
2.88433,5.37636e-06
2.86847,4.73507e-06
2.85263,4.21102e-06
2.83683,3.74306e-06
2.82106,3.34119e-06
2.80533,2.98127e-06
2.78962,2.66281e-06
2.77395,2.37532e-06
2.7583,2.1164e-06
2.74269,1.88088e-06
2.72711,1.66653e-06
2.71157,1.47044e-06
2.69605,1.29086e-06
2.68056,1.12592e-06
2.66511,9.74287e-07
2.64969,8.3465e-07
2.63429,7.05948e-07
2.61893,5.87201e-07
2.6036,4.77557e-07
2.5883,3.7624e-07
2.57303,2.82554e-07
2.55779,1.95865e-07
2.54259,1.15599e-07
2.52741,4.12296e-08
2.51226,-2.77221e-08
2.49715,-9.16953e-08
2.48206,-1.51092e-07
2.46701,1.39942e-07
2.45198,1.53697e-06
2.43699,3.10681e-06
2.42202,5.46896e-06
2.40709,8.16697e-06
2.39218,1.13584e-05
2.37731,1.48622e-05
2.36246,1.86951e-05
2.34765,2.27686e-05
2.33287,2.70596e-05
2.31811,3.15155e-05
2.30339,3.6075e-05
2.28869,4.07092e-05
2.27402,4.53872e-05
2.25939,5.00976e-05
2.24478,5.48208e-05
2.2302,5.95395e-05
2.21565,6.4235e-05
2.20114,6.88905e-05
2.18665,7.34898e-05
2.17219,7.80227e-05
2.15775,8.24745e-05
2.14335,8.68319e-05
2.12898,9.1083e-05
2.11463,9.52175e-05
2.10032,9.92261e-05
2.08603,0.000103101
2.07177,0.000106834
2.05754,0.000110407
2.04334,0.000113822
2.02917,0.000117078
2.01503,0.000120173
2.00091,0.000123103
1.98682,0.000125867
1.97277,0.000128461
1.95874,0.000130869
1.94473,0.000133106
1.93076,0.000135165
1.91681,0.00013705
1.9029,0.000138759
1.88901,0.000140292
1.87515,0.000141647
1.86131,0.000142827
1.84751,0.000143829
1.83373,0.000144655
1.81998,0.000145304
1.80625,0.000145778
1.79256,0.000146076
1.77889,0.0001462
1.76525,0.00014615
1.75164,0.000145927
1.73805,0.000145533
1.72449,0.000144968
1.71096,0.000144231
1.69746,0.000143305
1.68398,0.000142211
1.67054,0.000140946
1.65711,0.000139517
1.64372,0.000137925
1.63035,0.00013616
1.61701,0.000134229
1.60369,0.000132152
1.59041,0.000129924
1.57715,0.000127546
1.56391,0.000125019
1.5507,0.000122342
1.53752,0.000119517
1.52437,0.000116544
1.51124,0.000113425
1.49814,0.000110163
1.48506,0.000106755
1.47201,0.000103209
1.45899,9.95187e-05
1.44599,9.56871e-05
1.43302,9.17172e-05
1.42008,8.76119e-05
1.40716,8.3412e-05
1.39427,7.90782e-05
1.3814,7.47576e-05
1.36856,7.04495e-05
1.35575,6.62249e-05
1.34296,6.2095e-05
1.3302,5.80957e-05
1.31746,5.42391e-05
1.30475,5.05424e-05
1.29206,4.7012e-05
1.2794,4.36544e-05
1.26676,4.04711e-05
1.25415,3.74785e-05
1.24157,3.46802e-05
1.22901,3.20554e-05
1.21648,2.96006e-05
1.20397,2.73034e-05
1.19148,2.51581e-05
1.17903,2.31553e-05
1.16659,2.12885e-05
1.15419,1.95497e-05
1.1418,1.7932e-05
1.12944,1.64284e-05
1.11711,1.5032e-05
1.1048,1.37365e-05
1.09252,1.25354e-05
1.08026,1.14226e-05
1.06802,1.03926e-05
1.05581,9.43961e-06
1.04363,8.55853e-06
1.03147,7.74438e-06
1.01933,6.99219e-06
1.00722,6.29774e-06
0.995132,5.65685e-06
0.98308,6.22693e-05
0.971092,0.00011416
0.959187,0.000203095
0.947381,0.000120755
0.935684,0.000153947
0.924104,0.00011233
0.912647,0.000121963
0.901317,9.91192e-05
